Sun And Wind,Sun and No Wind,No Sun and Wind,No Sun and No Wind
-19.673602,3.26529,-20.955149,1.636867
-18.784033,4.373103,-20.942952,1.652785
-17.828158,5.179489,-20.287756,2.113258
-17.74681,5.458143,-20.592126,1.91463
-17.537855,5.529644,-20.264154,2.14472
-18.018591,5.033589,-20.4111,2.052992
-18.289349,4.611111,-20.252683,2.160273
-18.881667,3.880145,-20.241427,2.175711
-19.724874,2.921592,-20.388987,2.083629
-20.06383,2.403097,-20.219549,2.206253
-19.817112,2.620787,-20.060684,2.313616
-19.851374,2.577657,-20.060684,2.313616
-19.604624,2.794684,-19.901653,2.42087
-19.680596,2.792388,-20.060684,2.313616
-19.213482,3.098455,-19.583098,2.635051
-18.745182,3.403378,-19.104067,2.955493
-18.745182,3.403378,-19.104067,2.955493
-18.733429,3.41914,-19.092801,2.971059
-18.665071,3.504066,-19.092801,2.971059
-18.665071,3.504066,-19.092801,2.971059
-18.687629,3.477333,-19.081742,2.986524
-18.721881,3.434806,-19.081742,2.986524
-18.98904,3.286755,-19.412495,2.757409
-18.795639,3.618847,-19.583098,2.635051
-18.283607,4.43488,-19.9239,2.390073
-16.816284,6.038009,-19.605714,2.603995
-14.26411,8.526758,-18.659556,3.227005
-13.467477,9.277769,-18.351683,3.422678
-12.735601,9.770007,-17.70939,3.845031
-11.905802,10.804577,-17.883286,3.722981
-11.993304,10.533304,-17.56177,3.933563
-14.813411,7.714979,-18.377572,3.389692
-17.853332,3.948033,-18.217401,3.495321
-18.942539,2.489202,-18.070574,3.584039
-19.074128,2.514536,-18.377572,3.389692
-19.866189,1.699232,-18.697478,3.178086
-20.297613,1.338598,-19.016789,2.966023
-20.778298,0.62357,-18.844435,3.088469
-20.244012,1.314634,-18.83189,3.104709
-19.589205,2.054826,-18.671969,3.210813
-20.232576,1.711796,-19.470046,2.679164
-20.161148,1.802953,-19.470046,2.679164
-19.589109,2.245223,-18.99166,2.998492
-19.450239,2.515594,-19.151277,2.892162
-19.732523,2.158268,-19.151277,2.892162
-20.089702,1.798946,-19.31074,2.785719
-19.699204,2.295268,-19.31074,2.785719
-18.821357,3.399004,-19.31074,2.785719
-16.969993,5.674505,-19.31074,2.785719
-15.351895,7.51934,-19.151277,2.892162
-13.480133,9.52831,-18.844435,3.088469
-14.267605,8.971263,-19.494605,2.647075
-13.409592,9.53114,-18.710582,3.161547
-12.246431,10.944024,-18.870217,3.055636
-12.389169,10.788137,-18.883461,3.039039
-14.115303,8.810475,-18.896944,3.022319
-19.01193,2.972682,-19.069861,2.899633
-20.502292,1.069519,-19.083733,2.882719
-20.65709,0.967807,-19.215369,2.810403
-19.933789,1.900048,-19.176217,2.85982
-19.769677,2.205944,-19.31074,2.785719
-20.375758,1.719026,-19.78818,2.465718
-20.981391,1.132499,-20.105662,2.251829
-22.031966,0.053923,-20.592126,1.91463
-22.493856,-0.169166,-21.233917,1.469094
-22.601089,0.071699,-21.872213,1.022272
-23.216263,-0.359575,-22.518021,0.558941
-24.026376,-1.05619,-23.148609,0.109899
-24.937339,-1.901309,-23.775163,-0.34017
-26.093927,-3.101968,-24.397496,-0.791152
-26.238552,-3.111848,-24.722995,-1.039428
-26.038952,-2.642819,-25.036562,-1.272812
-23.453681,1.023165,-25.348889,-1.506311
-19.250949,5.909783,-24.628502,-1.007882
-17.14043,8.131574,-24.059914,-0.622828
-15.573983,9.56512,-23.325888,-0.117098
-12.359249,12.197803,-21.4058,1.182357
-12.589296,11.897932,-21.322977,1.211158
-13.027694,11.358801,-21.245667,1.236577
-15.659485,8.207536,-21.152967,1.27967
-23.913304,-2.338491,-21.392394,1.088968
-24.786925,-3.342904,-21.764747,0.812994
-24.92741,-3.388486,-21.732124,0.950967
-25.450557,-3.612092,-22.361506,0.579545
-26.064328,-3.972608,-23.158712,0.007756
-30.301587,-6.91421,-27.943969,-3.484808
-33.676694,-9.325249,-31.890609,-6.572809
-36.451036,-11.486831,-35.055948,-9.214546
-38.189851,-12.485037,-37.510977,-11.33716
-36.902737,-11.171469,-36.423394,-10.381978
-35.319276,-9.53602,-35.179412,-9.312401
-34.11767,-8.376199,-34.146135,-8.420658
-33.085729,-7.519636,-33.078983,-7.509317
-32.390004,-7.104651,-32.113349,-6.688242
-32.74105,-7.364412,-32.534076,-7.050307
-30.505123,-4.592598,-31.688221,-6.324907
-27.118717,-0.497045,-30.684705,-5.483984
-23.906723,3.449203,-30.26607,-5.162229
-21.940941,5.6699,-29.851343,-4.852967
-21.816223,5.57488,-29.429305,-4.532962
-21.183242,5.359376,-27.741002,-3.288809
-19.141098,6.859219,-26.025607,-2.050516
-17.72688,7.562019,-24.294412,-0.832963
-20.185913,4.891971,-24.895879,-1.264734
-27.05129,-3.77522,-25.642188,-1.80582
-28.097591,-4.8769,-26.234637,-2.239644
-29.070199,-5.104079,-27.985942,-3.544957
-31.450395,-7.367435,-29.844741,-4.976594
-32.56176,-7.891138,-31.502965,-6.283406
-34.248881,-10.047414,-32.173406,-6.814807
-34.938017,-10.758292,-32.703704,-7.237921
-35.636472,-11.399257,-33.361762,-7.770039
-36.437293,-12.127822,-34.142541,-8.410611
-37.05216,-12.660999,-34.784224,-8.942411
-37.797277,-13.32508,-35.542839,-9.573276
-38.682076,-14.062607,-36.539778,-10.42726
-39.57691,-14.850224,-37.514731,-11.277617
-40.338982,-15.416624,-38.469266,-12.118378
-41.43861,-16.342868,-39.745888,-13.272475
-40.681382,-13.7819,-41.095458,-14.519068
-38.434477,-9.050664,-42.292784,-15.652516
-34.060249,-4.168101,-39.839534,-13.401062
-30.144412,-0.347501,-37.272945,-11.147356
-26.651346,2.626612,-34.594636,-8.901573
-23.947491,4.44549,-31.914302,-6.732005
-21.416634,5.929825,-29.128834,-4.57632
-19.535732,6.50035,-26.233751,-2.424971
-21.370508,3.999612,-25.986808,-2.256716
-28.250349,-5.823178,-25.619467,-2.007504
-28.823603,-6.877628,-25.376703,-1.843483
-31.520971,-8.781383,-28.427925,-4.094333
-33.809976,-10.289336,-31.051588,-6.001469
-36.429416,-12.446574,-34.032847,-8.507359
-37.702589,-13.332775,-35.624302,-9.831217
-39.164754,-14.510671,-37.286326,-11.249307
-40.485866,-15.614943,-38.783567,-12.569899
-41.021966,-16.006027,-39.366946,-13.020082
-41.676916,-16.493873,-40.084917,-13.587639
-42.115355,-16.958991,-40.598604,-14.145551
-40.917666,-15.865728,-39.173169,-12.744848
-39.713215,-14.986495,-37.748202,-11.555049
-38.386508,-13.997448,-36.206009,-10.283833
-39.638922,-15.018502,-37.631217,-11.506492
-38.572568,-12.062111,-38.904352,-12.6314
-36.290538,-7.269143,-40.255889,-13.851446
-31.268935,-1.771111,-37.511118,-11.358173
-27.005117,2.118211,-34.55864,-8.815487
-23.191435,5.077326,-31.405277,-6.240665
-20.578786,6.847684,-28.897826,-4.419436
-17.929831,8.311669,-25.955715,-2.173698
-14.511292,9.681639,-21.325351,1.0706
-16.200923,7.411017,-20.944923,1.349888
-23.621187,-2.414087,-20.742585,1.500512
-25.118243,-4.025642,-21.437105,1.045105
-31.240171,-8.165718,-28.428745,-3.971859
-33.431341,-9.774536,-30.886946,-5.850135
-35.432324,-11.294354,-33.12908,-7.620952
-35.99252,-11.589528,-33.886119,-8.204009
-36.683027,-12.099468,-34.643133,-8.788127
-37.345826,-12.568427,-35.403724,-9.383721
-38.437302,-13.443489,-36.664255,-10.465482
-39.471391,-14.263259,-37.888923,-11.540709
-40.478516,-15.079193,-39.077139,-12.608003
-40.587054,-15.157026,-39.199924,-12.706424
-40.695848,-15.235388,-39.322938,-12.805327
-40.832264,-15.364609,-39.446158,-12.904695
-41.288933,-15.813277,-39.907607,-13.331794
-39.460373,-12.292323,-40.249571,-13.650838
-36.324708,-6.923053,-40.700042,-14.074477
-31.130179,-1.397322,-37.769965,-11.427455
-26.669644,2.589992,-34.634783,-8.752769
-22.639253,5.689191,-31.306803,-6.063106
-19.594687,7.768171,-28.511536,-3.908
-17.439429,8.750328,-25.752394,-1.864894
-16.483905,8.173692,-22.774606,0.241435
-19.780946,4.198427,-22.881535,0.187935
-24.081947,-1.331327,-22.977357,0.149512
-24.080521,-1.232304,-23.090735,0.091688
-24.1176,-0.79914,-23.820305,-0.401648
-24.408242,-0.71068,-24.549766,-0.900299
-25.189496,-1.282236,-25.269418,-1.389993
-25.01401,-1.234897,-24.966122,-1.170493
-24.676993,-0.87712,-24.814113,-1.060848
-24.600446,-0.963609,-24.509386,-0.841778
-24.143477,-0.544999,-24.223951,-0.652287
-23.787859,-0.262755,-23.939306,-0.464171
-23.521045,-0.098808,-23.644008,-0.261951
-23.716578,-0.263492,-23.820305,-0.401648
-23.879198,-0.384512,-23.996801,-0.541712
-24.107936,-0.59415,-24.173491,-0.682148
-24.619422,-0.99562,-24.628502,-1.007882
-24.241767,-0.10898,-25.231847,-1.443164
-23.561305,1.070189,-25.670752,-1.755027
-21.871119,2.713142,-24.7797,-1.116602
-20.205008,4.278125,-23.868995,-0.465363
-18.316679,6.079268,-22.963642,0.166363
-14.50973,8.828416,-19.789623,2.373087
-15.078618,8.231815,-19.904317,2.318507
-16.957688,5.972029,-19.85034,2.38521
-18.384657,4.409085,-20.166851,2.171943
-18.252213,3.92206,-19.042848,2.933076
-18.508262,3.320743,-18.564236,3.25062
-18.220341,3.585943,-18.364512,3.406242
-17.655491,4.005962,-17.857292,3.75614
-17.72845,4.011408,-17.981009,3.699278
-17.72845,4.011408,-17.981009,3.699278
-17.402556,4.226558,-17.658836,3.910775
-17.333663,4.311222,-17.658836,3.910775
-17.007259,4.525608,-17.336112,4.121821
-16.938546,4.609706,-17.336112,4.121821
-16.972875,4.567702,-17.336112,4.121821
-16.917358,4.63495,-17.348602,4.105396
-17.029327,4.590798,-17.50994,4.000001
-17.188585,4.488071,-17.683666,3.87811
-17.188585,4.488071,-17.683666,3.87811
-16.935614,4.79785,-17.683666,3.87811
-16.593016,5.215369,-17.683666,3.87811
-15.948531,5.994594,-17.683666,3.87811
-15.002819,6.943359,-17.361313,4.088873
-14.464029,7.490895,-17.199935,4.194083
-13.330241,8.283043,-16.22895,4.822961
-13.139406,8.418047,-16.080374,4.910171
-13.72038,7.739474,-16.094297,4.892866
-14.48725,6.831472,-16.094297,4.892866
-14.978745,6.152146,-15.946355,4.97954
-15.759387,5.395058,-16.284738,4.75383
-15.890955,5.327919,-16.432295,4.666957
-16.16934,5.175287,-16.741868,4.47511
-16.16934,5.175287,-16.741868,4.47511
-16.121121,5.233816,-16.728326,4.492121
-16.501883,4.956187,-17.038425,4.29918
-16.355455,5.041712,-16.876784,4.404163
-16.604143,4.831406,-17.038425,4.29918
-16.423642,4.958627,-16.876784,4.404163
-17.025219,4.408961,-17.199935,4.194083
-17.462031,3.963799,-17.374249,4.072248
-19.337513,2.278712,-18.5119,3.316802
-19.934345,1.803811,-19.016789,2.966023
-19.433772,2.34508,-18.857209,3.072112
-19.018353,3.4329,-19.812357,2.433881
-16.457698,6.296191,-19.335489,2.753504
-14.179071,8.99532,-19.361161,2.720808
-11.073116,11.17271,-16.843421,4.352957
-10.477168,11.769374,-16.713889,4.420989
-8.80808,12.854265,-15.261064,5.351596
-9.057715,12.577851,-15.261064,5.351596
-10.517097,10.851938,-15.099075,5.4544
-12.927314,8.060645,-15.099075,5.4544
-14.704527,6.310457,-15.746374,5.04247
-15.405344,5.462053,-15.763126,5.023839
-15.275763,5.523308,-15.584715,5.145631
-16.58897,4.76488,-17.035421,4.212869
-16.555352,4.806287,-17.035421,4.212869
-16.639132,4.705098,-17.051367,4.194758
-17.415035,4.220105,-17.86813,3.65474
-17.481858,4.14182,-17.900348,3.618459
-18.432472,3.606496,-18.924643,2.988496
-18.651304,3.517645,-19.176217,2.85982
-18.027796,3.92091,-18.463205,3.381187
-18.040233,3.904735,-18.47505,3.36525
-18.799866,3.427391,-19.275287,2.833186
-18.846021,3.369158,-19.286886,2.817474
-18.846021,3.369158,-19.286886,2.817474
-17.861946,4.494125,-19.127236,2.924046
-16.983205,5.836911,-19.605714,2.603995
-16.146212,7.19458,-20.241427,2.175711
-14.209654,9.372603,-20.094096,2.267445
-13.197134,10.703673,-20.422476,2.037502
-11.658856,11.918234,-19.458103,2.695033
-11.877761,11.501376,-19.127236,2.924046
-13.940252,9.4201,-19.605714,2.603995
-15.461105,7.560299,-19.434873,2.726437
-16.890236,5.767468,-19.275287,2.833186
-19.796381,2.178167,-19.263901,2.84879
-19.86891,2.180638,-19.423579,2.741976
-22.54926,0.718001,-22.736984,0.47425
-23.79693,-0.445226,-23.513412,-0.072118
-23.731688,-0.265369,-23.66806,-0.181658
-23.568209,0.042851,-23.822491,-0.291285
-24.31769,-0.852479,-23.976701,-0.400997
-25.07873,-1.681035,-24.284453,-0.620669
-24.940219,-1.306172,-24.591296,-0.840662
-25.216089,-1.487886,-24.897212,-1.060965
-25.150959,-1.306604,-25.049816,-1.171228
-25.859551,-2.070224,-25.346802,-1.378995
-25.315995,-1.241483,-25.491548,-1.476737
-25.922538,-1.963982,-25.643381,-1.587418
-24.272959,0.322168,-25.794966,-1.698167
-23.719506,1.132504,-25.946302,-1.80898
-22.057536,3.073143,-25.643381,-1.587418
-20.084823,5.253558,-25.187147,-1.255581
-19.103066,6.269885,-24.881785,-1.034712
-18.335371,7.016764,-24.575479,-0.814143
-18.252055,7.030412,-24.421978,-0.703975
-18.632633,6.404214,-24.114292,-0.483878
-19.441196,4.904064,-23.203471,0.146701
-20.540463,3.093732,-22.454147,0.648822
-21.501318,1.314448,-21.536732,1.268825
-21.086194,1.564492,-21.076667,1.576719
-20.744719,1.812734,-20.773473,1.775929
-20.471586,1.97256,-20.470193,1.974339
-20.949802,1.739356,-21.076667,1.576719
-21.377297,1.476091,-21.515105,1.299048
-22.085243,0.944422,-22.112159,0.909665
-22.14093,1.057648,-22.434499,0.677821
-22.575362,0.774023,-22.911366,0.33677
-22.890917,0.550662,-23.221765,0.118568
-22.639446,0.607788,-23.049646,0.062931
-22.091451,0.929905,-22.15223,0.851158
-21.3277,1.632327,-21.682703,1.175937
-21.740199,1.195824,-21.839404,1.067776
-20.967978,2.315843,-22.282438,0.598592
-18.526458,4.864991,-21.200574,1.514984
-17.172203,6.418899,-21.05403,1.607557
-15.629522,7.634338,-19.947004,2.358828
-14.869062,8.354578,-19.641265,2.556574
-14.415911,8.719799,-19.361161,2.720808
-15.298284,7.963075,-19.876842,2.352124
-15.941087,7.208792,-19.904317,2.318507
-17.469277,5.544108,-20.220016,2.105727
-18.793757,3.908316,-20.220016,2.105727
-19.525343,2.799088,-19.890457,2.335383
-19.756092,2.601168,-20.048492,2.228988
-20.340051,2.140964,-20.508386,1.92564
-20.415302,2.139519,-20.665844,1.818746
-20.482727,2.053332,-20.665844,1.818746
-20.923078,1.773419,-21.14995,1.481174
-20.936389,1.756946,-21.162977,1.464784
-20.876408,1.832893,-21.13716,1.497427
-20.884547,1.822044,-21.11228,1.529532
-20.751236,1.898732,-20.930983,1.668575
-20.841307,1.784021,-20.919237,1.68424
-21.388182,1.460976,-21.525813,1.283996
-21.587569,1.299749,-21.672091,1.190926
-21.655822,1.211885,-21.672091,1.190926
-20.677086,2.554174,-21.828889,1.082703
-19.853809,3.587951,-21.828889,1.082703
-18.45854,5.396715,-21.985496,0.97438
-18.458625,5.485735,-22.141909,0.865958
-17.806621,6.364844,-22.30835,0.742701
-17.178347,7.116377,-22.30835,0.742701
-17.589661,6.540217,-22.162757,0.836237
-18.64389,5.264023,-22.162757,0.836237
-19.76321,3.795706,-22.028425,0.9142
-19.730982,3.193145,-20.955149,1.636867
-20.432478,2.117573,-20.665844,1.818746
-20.618207,1.879845,-20.665844,1.818746
-20.794521,1.748503,-20.823128,1.711746
-20.862589,1.661012,-20.823128,1.711746
-20.773644,1.775707,-20.836126,1.69537
-21.003566,1.67045,-21.162977,1.464784
-20.92902,1.671433,-21.006261,1.571874
-20.827876,1.801599,-21.006261,1.571874
-20.827876,1.801599,-21.006261,1.571874
-20.652013,1.932548,-20.849364,1.678858
-20.895253,1.714915,-21.006261,1.571874
-20.719382,1.846046,-20.849364,1.678858
-20.652013,1.932548,-20.849364,1.678858
-20.672227,1.905917,-20.836126,1.69537
-20.137302,2.775507,-21.13716,1.497427
-19.333415,4.153206,-21.750881,1.083418
-18.602953,5.231331,-22.039691,0.898846
-17.790184,6.305211,-22.184443,0.80603
-16.878281,7.567223,-22.48514,0.604438
-17.374728,6.98416,-22.506846,0.574234
-18.143546,6.062138,-22.518021,0.558941
-19.003798,5.014789,-22.529414,0.543517
-20.464341,3.205492,-22.589737,0.464379
-21.593751,1.863131,-22.796278,0.290838
-22.405177,0.813543,-22.852119,0.222857
-22.369109,0.674209,-22.574602,0.402423
-22.344059,0.613667,-22.436296,0.491635
-22.380862,0.374196,-22.144369,0.687265
-22.109417,0.631125,-21.958265,0.830326
-22.073937,0.576596,-21.772524,0.972903
-21.856006,0.761286,-21.572362,1.132436
-22.150285,0.373087,-21.55783,1.149715
-22.290168,0.285348,-21.713325,1.042691
-21.832691,0.885316,-21.699161,1.059757
-22.640143,0.400133,-22.628709,0.415207
-23.430106,-0.072588,-23.538318,-0.216472
-24.260837,-0.609245,-24.453242,-0.867652
-24.618462,-0.804174,-24.885354,-1.163664
-22.565905,2.262685,-25.468294,-1.571203
-20.794375,4.763856,-25.900007,-1.87157
-19.100953,6.243731,-24.874561,-1.148579
-15.575439,9.933779,-23.996801,-0.541712
-14.281835,10.85495,-22.963642,0.166363
-12.220013,11.675495,-20.181475,2.07251
-13.396907,10.523567,-20.527087,1.824287
-15.227431,8.579388,-20.872153,1.575483
-17.421021,6.112115,-21.167214,1.381323
-20.045024,3.577749,-22.390654,0.544854
-22.096385,0.932309,-22.390654,0.544854
-23.217243,-0.263323,-22.852119,0.222857
-23.888222,-0.971356,-23.144631,0.024847
-23.69406,-0.420159,-23.603273,-0.298633
-23.798942,-0.464565,-23.755713,-0.406621
-23.885311,-0.581544,-23.742375,-0.389959
-24.244479,-0.969287,-23.881738,-0.481655
-24.473393,-1.086143,-24.173491,-0.682148
-25.006595,-1.520324,-24.616602,-0.992092
-25.301864,-1.729814,-24.907576,-1.194246
-25.471509,-1.865352,-25.058541,-1.303249
-25.820561,-2.152048,-25.370799,-1.536728
-26.910289,-3.569017,-25.520901,-1.645847
-26.325991,-2.753437,-25.520901,-1.645847
-23.973701,0.526743,-25.670752,-1.755027
-22.94157,1.879166,-25.670752,-1.755027
-21.578868,3.630565,-25.681771,-1.770292
-20.534948,4.858664,-25.543407,-1.676673
-19.760885,5.824048,-25.554981,-1.692299
-18.468304,7.233576,-25.267351,-1.490507
-18.441678,7.010344,-24.829033,-1.180926
-19.933483,5.003601,-24.54059,-0.980752
-21.078113,3.378742,-24.238293,-0.764395
-22.291509,1.534471,-23.783107,-0.440402
-23.236349,0.100566,-23.492838,-0.242052
-23.603594,-0.294076,-23.645115,-0.34975
-24.04379,-0.693102,-23.948995,-0.565377
-23.918768,-0.42852,-24.100594,-0.673303
-24.606741,-1.166818,-24.389559,-0.872539
-25.053799,-1.584009,-24.665545,-1.056125
-24.971013,-1.279837,-24.942528,-1.241177
-25.113238,-1.281671,-25.243462,-1.4588
-25.565788,-1.61142,-25.704445,-1.801246
-25.933861,-1.924767,-26.002607,-2.019307
-26.526378,-2.647574,-26.1513,-2.128416
-26.177407,-2.164362,-26.162559,-2.143868
-26.376821,-2.344221,-26.310856,-2.252947
-26.692995,-2.494971,-26.732913,-2.550362
-25.713364,-0.963613,-26.998069,-2.725634
-23.953059,1.647305,-27.421292,-3.027111
-21.195113,4.200859,-25.82035,-1.864265
-19.631478,5.272934,-24.350367,-0.822959
-16.263763,8.395347,-22.698505,0.330278
-14.931145,9.544789,-21.958265,0.830326
-15.265288,8.809041,-21.355112,1.238379
-16.909417,6.854542,-21.388627,1.201197
-18.337778,4.900211,-21.044467,1.450864
-19.822138,3.209151,-21.322687,1.274908
-20.93268,1.680946,-21.135623,1.417335
-21.517399,0.916967,-21.120225,1.435106
-23.57574,-0.359183,-23.437023,-0.173924
-24.143821,-0.833632,-23.881738,-0.481655
-24.508842,-0.846844,-24.616602,-0.992092
-25.231602,-1.442316,-25.19829,-1.397104
-26.488473,-2.684281,-25.92868,-1.914487
-27.150579,-3.218519,-26.516178,-2.339318
-27.051915,-2.698258,-27.100593,-2.765706
-27.482924,-2.916505,-27.681778,-3.19355
-27.61653,-3.008157,-27.828475,-3.303997
-27.781842,-3.144415,-27.974889,-3.414479
-27.914941,-3.236159,-28.121015,-3.524993
-27.449664,-2.684127,-27.98257,-3.427553
-25.862729,-0.610256,-27.836279,-3.317154
-24.1385,1.581922,-27.697805,-3.220149
-20.506953,5.233012,-26.108345,-2.068015
-13.146608,11.137405,-21.120225,1.435106
-11.185665,13.286642,-21.011555,1.487637
-5.495581,17.003689,-16.368641,4.523466
-6.366952,16.218653,-16.614852,4.337077
-7.784311,14.645742,-16.524379,4.374749
-9.476273,12.416721,-15.887905,4.78242
-12.102548,9.280705,-15.704695,4.90598
-18.411764,1.44897,-15.704695,4.90598
-19.373877,0.4875,-16.15979,4.622318
-23.503946,-2.117694,-20.723031,1.61363
-23.835922,-2.374652,-21.013748,1.422591
-23.790648,-2.318065,-20.958515,1.481193
-24.46534,-2.747372,-21.681372,1.007114
-25.263457,-3.25206,-22.544683,0.437611
-25.949812,-3.708778,-23.284017,-0.066029
-26.633661,-4.168971,-24.021357,-0.573717
-27.314731,-4.632533,-24.756369,-1.085311
-27.738288,-4.93624,-25.19829,-1.397104
-28.160339,-5.240964,-25.638943,-1.710061
-28.61737,-5.599622,-26.078262,-2.024145
-26.733751,-2.830514,-26.218074,-2.119576
-22.760917,2.462747,-26.208755,-2.105423
-19.958823,6.054424,-26.34905,-2.201393
-15.918481,9.635929,-24.173491,-0.682148
-8.072727,14.487234,-16.803762,4.161586
-6.948574,15.40171,-16.252006,4.58412
-3.572394,17.123469,-12.568359,6.749852
-3.568452,16.997816,-12.315458,6.894969
-4.157424,16.296517,-12.18969,6.967181
-5.932284,14.448857,-12.383416,6.843853
-8.581393,11.252907,-12.099037,7.0135
-15.341879,3.123047,-12.375991,6.873026
-16.446329,2.187054,-12.948644,6.598356
-23.025383,-1.845188,-20.226554,1.909132
-23.101318,-1.949705,-20.226554,1.909132
-23.218192,-2.119099,-20.183609,1.951561
-23.413772,-2.290185,-20.317872,1.86767
-24.135019,-2.784289,-21.052029,1.382653
-25.080301,-3.399173,-22.040212,0.738211
-26.162588,-4.113129,-23.18762,-0.026894
-27.066226,-4.683063,-24.173491,-0.682148
-27.875036,-5.235324,-25.058541,-1.303249
-28.678452,-5.791499,-25.938631,-1.929053
-29.469922,-6.338145,-26.804386,-2.545417
-27.46726,-3.371491,-26.952625,-2.655539
-23.667951,1.924314,-27.256758,-2.889521
-20.938371,5.465755,-27.404054,-2.999692
-15.742697,9.703414,-23.921376,-0.531429
-8.57449,14.183228,-17.247674,3.842356
-7.356988,15.210487,-16.706641,4.250667
-2.398984,17.673131,-11.23075,7.550752
-4.360867,16.692844,-13.368514,6.283653
-3.663115,16.599352,-11.769132,7.238436
-5.379045,14.808875,-11.92912,7.140982
-8.345167,11.605763,-12.216122,6.97088
-15.052978,3.482995,-12.34367,6.898111
-16.950007,1.944178,-13.74875,6.036292
-21.333421,-0.594346,-18.514687,3.099034
-22.075472,-1.096607,-19.221586,2.658457
-22.459313,-1.559126,-19.542102,2.342791
-22.556999,-1.620856,-19.561348,2.369625
-23.881814,-2.442079,-20.976637,1.461831
-24.568396,-2.88871,-21.714931,0.96985
-25.215307,-3.28611,-22.452031,0.473573
-25.886625,-3.723157,-23.173041,-0.00949
-26.408548,-4.056678,-23.769289,-0.423434
-27.013607,-4.411637,-24.501787,-0.931392
-27.531388,-4.749335,-25.093118,-1.349956
-24.759025,-1.280446,-24.465043,-0.88337
-20.02183,4.499103,-23.844197,-0.433219
-16.424996,8.503627,-23.219032,0.016073
-12.477533,11.820563,-20.979727,1.523771
-5.000167,16.351839,-14.077711,5.98884
-3.454934,17.384782,-12.902428,6.681815
0.489284,19.295863,-8.548302,9.191899
0.689387,19.312237,-8.165919,9.400316
-2.65384,17.321295,-11.095116,7.652175
-4.205854,15.642857,-11.095116,7.652175
-6.431728,12.876472,-10.559142,8.045415
-13.23549,4.746438,-10.559142,8.045415
-15.311084,3.124652,-12.116413,7.115485
-19.579914,0.536642,-16.706641,4.250667
-20.655951,-0.192805,-17.747106,3.595986
-20.876343,-0.392537,-17.862403,3.534445
-21.638451,-0.913699,-18.591561,3.076245
-23.026078,-1.781231,-20.125784,2.066861
-23.968392,-2.365665,-21.151285,1.399408
-24.862435,-2.891048,-22.16483,0.737909
-25.759921,-3.428002,-23.182818,0.063604
-26.28867,-3.766341,-23.786124,-0.355336
-26.823024,-4.120552,-24.397496,-0.791152
-27.346813,-4.462014,-24.995101,-1.213563
-24.948444,-1.244315,-24.833456,-1.089574
-20.596775,4.297644,-24.681431,-0.980141
-17.530056,7.937361,-24.52917,-0.870781
-13.011402,11.671963,-21.827219,0.986135
-4.230343,16.839522,-13.444512,6.437123
-2.302969,18.077438,-11.903925,7.354977
1.182222,19.712688,-7.964635,9.552511
1.365466,19.692966,-7.538552,9.903235
0.703124,18.970269,-7.461648,9.924335
-0.538474,17.587105,-7.298603,10.019784
-3.446018,14.520759,-7.461648,9.924335
-13.645807,4.685601,-11.17353,7.723336
-12.778852,4.729177,-9.442785,8.792987
-18.318022,1.532655,-15.484625,5.117066
-18.823568,1.171604,-15.869503,4.90936
-19.172233,0.919063,-16.172807,4.722862
-22.045613,-0.864183,-19.346171,2.655045
-21.554156,-0.608511,-18.696414,3.094301
-23.09636,-1.573779,-20.405453,1.965366
-23.103864,-1.578785,-20.364061,2.015867
-23.222575,-1.635012,-20.49542,1.942004
-23.144054,-1.623097,-20.312259,2.081308
-25.09365,-2.88487,-22.495887,0.589399
-25.357677,-3.047268,-22.795981,0.387301
-23.097949,0.087385,-22.940859,0.293317
-18.739581,5.590153,-22.930828,0.30792
-14.063391,10.058249,-21.05403,1.607557
-12.657606,11.853803,-21.438115,1.298686
-7.02839,15.397337,-16.441723,4.573141
-5.558161,16.351724,-15.244239,5.299659
-2.187719,18.021487,-11.514422,7.437416
-2.181328,17.945091,-11.353598,7.534877
-5.049017,16.205889,-13.861176,6.007621
-6.808553,14.371799,-14.020998,5.908007
-9.881643,10.976703,-14.180729,5.808263
-16.256082,3.198048,-14.03096,5.981792
-15.637618,3.157058,-12.645029,6.869708
-20.25382,0.511603,-17.844679,3.610292
-20.439484,0.463384,-18.09295,3.477137
-20.502181,0.479894,-18.203167,3.427242
-22.465832,-0.726836,-20.377612,1.999172
-22.433862,-0.679868,-20.337686,2.04885
-24.856726,-2.370501,-22.828244,0.342186
-25.479149,-2.92667,-23.281371,0.031342
-25.975789,-3.217029,-23.887141,-0.38998
-26.214105,-3.44582,-24.030929,-0.484841
-26.133219,-3.330019,-24.021412,-0.470573
-26.150981,-3.253381,-24.165679,-0.565957
-23.847186,-0.334048,-23.867701,-0.361189
-20.848729,3.253545,-23.405246,-0.033542
-17.958177,6.62825,-23.105999,0.169794
-14.540111,9.912614,-21.80083,1.01912
-11.37444,11.099364,-17.411067,3.774651
-11.478626,10.735002,-16.945768,4.173159
-8.502702,12.493473,-14.03096,5.981792
-9.930895,11.011942,-14.314216,5.770155
-10.377539,10.494272,-14.314216,5.770155
-11.497909,9.168762,-14.289065,5.792671
-12.938511,7.426351,-14.239777,5.837265
-14.145536,5.93825,-14.19183,5.881279
-16.712529,3.886631,-16.006989,4.769519
-18.340683,2.882162,-17.667396,3.733499
-19.279004,2.159308,-18.362486,3.322351
-18.585904,2.75043,-17.86813,3.65474
-20.248206,1.590848,-19.44396,2.619645
