Sun And Wind,Sun and No Wind,No Sun and Wind,No Sun and No Wind
12.994961,25.962428,3.838645,16.254345
11.775688,24.896346,3.555838,16.105654
9.783845,23.026333,3.272312,15.956552
7.87053,21.112428,3.109697,15.864702
5.104084,18.277734,2.825264,15.715015
2.035411,14.985254,2.540069,15.564858
0.646321,13.56497,2.214214,15.380676
-1.234587,12.2873,0.774698,14.620378
-2.880739,11.292282,-0.685522,13.844949
-4.272167,10.70173,-2.331558,12.957668
-5.571562,10.119957,-3.804943,12.173064
-6.673171,9.774838,-5.303051,11.365597
-8.461667,8.62377,-6.801699,10.558673
-9.172775,8.167272,-7.466986,10.163139
-7.440059,10.472346,-7.965271,9.865997
-0.124597,16.481055,-3.962942,12.234848
2.386911,18.965686,-3.833282,12.145673
8.348371,22.678687,1.050308,14.81148
8.764974,23.497666,0.05914,14.154883
15.757669,27.419018,7.325545,18.495761
16.104373,27.562782,7.089805,18.01462
15.94226,27.035536,7.875071,18.415997
15.37255,26.197695,8.472058,18.743731
15.629014,26.252143,8.908205,18.980689
15.842249,26.191032,9.504098,19.308865
15.176904,25.208788,10.144159,19.674274
13.702658,23.387494,10.669982,19.988365
13.025339,22.304943,11.310676,20.358727
11.143693,20.517886,10.716466,20.028063
9.980778,19.429042,10.329367,19.830969
9.120655,18.778658,9.781378,19.541524
8.374252,18.261087,9.232261,19.252072
7.967022,18.044488,8.843264,19.055574
7.18923,17.506926,8.243453,18.723894
6.760666,17.350726,7.735916,18.473975
6.345526,17.129863,7.341146,18.27536
5.462275,16.451866,6.826423,18.022685
4.595345,15.988449,5.97817,17.577976
5.07203,16.97119,5.329075,17.263577
6.482442,19.056569,4.503542,16.847335
10.158305,22.510773,5.540195,17.465988
12.520368,24.579893,6.414502,17.995047
14.417133,26.078566,7.459496,18.630155
18.268038,28.945203,9.677788,19.836286
20.517065,30.320875,11.686316,20.924477
22.188595,31.106593,13.875898,22.154276
23.642783,32.197946,14.627782,22.531724
23.7558,32.020608,15.212631,22.807906
22.972284,30.870953,15.959421,23.184921
23.117383,30.322296,17.565886,24.11743
22.316885,28.678751,19.171355,25.058914
24.17597,29.97393,21.608714,26.933901
22.017293,28.282853,20.354353,26.316697
17.223007,23.666607,17.849015,24.409276
15.578359,22.642623,16.481476,23.707934
12.959235,20.723408,14.473689,22.500786
10.98788,19.600178,12.456585,21.309846
9.094841,18.579021,10.48157,20.181938
1.663272,14.945993,2.888603,16.325207
7.408867,18.279921,8.883923,19.946334
5.795149,17.260071,7.32361,18.984207
4.939481,16.321533,6.32825,17.909772
6.81892,18.463434,6.32825,17.909772
9.240647,21.136359,6.32825,17.909772
11.626959,23.653491,6.457397,18.037988
13.769884,25.830563,6.585116,18.167958
14.113007,26.168773,6.669431,18.255526
16.294217,27.746104,7.961175,18.928284
16.759394,27.576021,9.394362,19.686331
17.072397,27.308043,10.687267,20.38249
17.52334,27.172945,11.962211,21.071081
18.318645,27.321425,13.440568,21.908609
19.397755,27.784603,15.999311,23.952656
18.056937,26.29657,15.999311,23.952656
17.417533,25.567391,16.240884,24.219968
9.609582,20.825224,8.409625,19.490415
14.204458,23.346486,13.868291,22.965432
11.164649,21.288269,11.181327,21.307039
8.110479,19.332731,8.19411,19.426425
5.877528,17.64873,5.998911,17.785945
4.580885,17.061082,4.639821,17.127342
3.515343,16.664526,3.404002,16.540039
2.101979,15.710342,2.312212,15.94577
1.116122,15.326981,1.042051,15.244188
0.059562,14.776704,-0.065166,14.637288
0.893895,15.07833,1.042051,15.244188
2.448709,16.098254,2.312212,15.94577
4.769776,18.053481,3.404002,16.540039
6.610138,20.045135,3.404002,16.540039
7.480944,20.967979,3.404002,16.540039
8.018504,21.531274,3.404002,16.540039
10.416374,23.698267,4.08467,16.944927
11.32611,24.403194,4.59594,17.250036
11.455147,24.251093,5.278678,17.658906
11.045653,23.833189,5.204152,17.574787
10.59811,23.3749,5.129083,17.491398
10.076234,22.83769,5.0534,17.408688
9.421647,22.166929,4.861177,17.204679
8.785803,21.518539,4.66433,17.00452
7.427899,20.088473,4.503542,16.847335
5.741486,18.574379,3.919981,16.540097
3.837855,16.715038,3.460609,16.289303
2.649015,15.726638,2.870953,15.978015
1.951229,15.557727,1.881832,15.479444
0.842308,15.021227,0.737726,14.903518
-0.011494,14.690188,-0.261989,14.409054
-0.291415,14.55687,-0.543608,14.274014
-0.632916,14.354695,-0.854553,14.106023
-0.879363,14.259096,-1.166219,13.937342
-1.393929,14.04196,-1.843111,13.537741
-1.22471,14.497693,-2.35001,13.238606
0.025173,16.213403,-3.024863,12.840362
4.975733,20.386234,-0.909507,14.04333
9.439282,23.927823,1.168543,15.202878
12.613751,26.142343,3.266002,16.387265
13.720153,26.635088,4.563786,17.047202
15.606732,27.831039,5.956963,17.743818
16.656991,28.296836,7.235585,18.407293
17.980223,28.913356,8.868771,19.298386
19.362841,29.605061,10.48157,20.181938
20.772761,30.341073,12.074903,21.059816
20.758248,29.973958,12.891687,21.493972
20.226618,29.129273,13.540572,21.828079
19.446101,27.922445,14.34833,22.259655
17.500708,25.965858,14.13428,22.168694
12.448845,20.352989,13.920503,22.078355
12.52992,20.459731,14.687025,22.98361
8.877898,18.134306,10.810386,20.378259
6.016977,16.715676,7.82475,18.790702
3.361383,15.492816,4.938606,17.285821
2.215869,14.829484,3.870536,16.708876
1.105137,14.303224,2.657812,16.063047
-0.10064,13.578815,1.600679,15.507002
-0.991517,13.125288,0.701463,15.042162
0.81785,15.619014,-0.065166,14.637288
3.801712,19.326565,-0.982484,14.157387
9.790556,23.499969,2.962356,16.225483
14.556325,26.482164,6.877629,18.322628
18.557587,28.806232,10.687267,20.38249
21.026602,30.475125,12.566094,21.416912
22.716779,31.403727,14.473689,22.500786
24.361475,32.313229,16.36107,23.586326
24.751487,32.461706,16.774702,23.755539
24.994869,32.508432,17.031909,23.828067
24.476173,31.71767,17.460093,24.008021
23.438355,30.397531,18.154474,24.463795
22.358396,29.024906,18.691037,24.825692
22.290885,28.657041,19.391158,25.296558
20.764623,27.463624,18.378204,24.698043
16.808089,23.53619,17.202039,24.001081
15.741772,22.737877,17.105964,24.35046
11.744693,19.946827,13.328485,21.798742
8.721204,18.287079,10.407193,20.234086
6.063798,17.022758,7.592127,18.766421
5.086353,16.452111,6.669431,18.255526
4.39409,16.116498,5.950118,17.884938
3.667512,15.838426,5.0534,17.408688
3.802229,15.715608,5.483331,17.626555
6.595369,18.607057,5.950118,17.884938
10.432867,22.529321,6.41564,18.142745
12.926425,24.97383,6.669431,18.255526
14.946409,26.798448,7.131453,18.511241
16.740666,28.362205,7.592127,18.766421
19.964236,30.069064,11.070413,20.633688
22.458166,31.149133,14.589815,22.616398
24.563971,31.887211,18.091386,24.65905
25.673711,32.61402,18.981857,25.132407
26.90858,33.419787,20.094308,25.775609
27.111054,33.191496,21.046922,26.317271
24.994549,31.638734,19.508227,25.421716
23.040918,30.263609,17.968667,24.532525
20.654281,28.428762,16.481476,23.707934
19.038251,26.641393,16.481476,23.707934
15.812218,22.919871,16.481476,23.707934
15.106846,22.080745,16.481476,23.707934
13.347423,21.151558,14.648284,22.674998
11.513023,20.150543,12.84202,21.692185
9.830426,19.349443,11.046595,20.746083
7.75944,18.141809,9.059531,19.62619
5.814143,17.098474,7.048454,18.500564
3.827635,16.021373,5.0534,17.408688
2.782704,15.475009,4.01393,16.865622
3.819327,17.353992,2.790533,16.211914
6.137127,20.423384,1.724186,15.649502
10.491719,23.918884,3.847706,16.860445
14.188906,26.70401,5.962629,18.07028
16.885069,28.512956,8.067027,19.281365
19.203639,29.740425,10.504629,20.5474
21.215692,30.782648,12.729141,21.71209
23.441518,32.028367,15.096307,23.000288
23.434034,32.020898,15.096307,23.000288
23.278971,31.865882,15.096307,23.000288
22.186076,30.759311,15.096307,23.000288
20.22173,29.100187,14.395597,22.678781
18.582797,27.701226,13.846122,22.454043
16.27449,25.643723,13.165178,22.173507
15.15352,24.407965,13.273508,22.291657
13.351315,22.376435,13.381605,22.410978
12.778054,21.718298,13.435591,22.471102
11.409471,20.767755,12.442014,21.94621
10.59574,20.553639,11.258278,21.303639
9.713776,20.179159,10.23113,20.76153
9.047668,19.956309,9.231689,20.162466
8.321566,19.580404,8.405231,19.673899
7.294853,18.957871,7.40405,19.079719
6.785594,18.732386,6.632504,18.561783
7.490374,19.76206,6.039014,18.15813
9.155756,21.871822,5.278678,17.658906
12.223717,24.608722,6.343892,18.321516
15.050583,27.107827,7.243153,18.889903
17.101234,28.745595,8.320771,19.573958
19.586754,29.722025,11.995853,21.614269
22.319752,31.035493,15.658684,23.732945
26.285781,33.752346,19.211166,25.834096
27.832111,34.988791,20.249056,26.469275
28.625266,35.386521,21.373068,27.139893
29.362037,35.782764,22.317736,27.694784
28.980204,35.368883,22.317736,27.694784
27.344104,33.563546,22.243994,27.615674
25.539259,31.519789,22.17079,27.537203
23.750231,29.755017,21.438788,27.014122
20.388197,26.021448,20.874601,26.60843
18.880843,24.579017,20.081455,26.028338
16.683161,23.437297,17.679305,24.617898
14.236118,21.952363,15.396064,23.308735
11.805589,20.628699,12.893125,21.883007
10.208661,19.7717,11.199468,20.906025
8.517487,18.821358,9.490346,19.928942
6.976158,18.053448,7.810099,18.997458
5.840212,17.305774,6.83608,18.432823
7.035411,19.09159,6.030026,17.970772
9.193693,21.914745,5.0534,17.408688
12.909045,25.089737,6.538228,18.274394
16.063944,27.577977,8.192804,19.249442
18.267727,29.186796,9.677518,20.130883
21.143577,31.012134,12.369445,21.70001
23.442511,32.395717,14.861751,23.170337
25.504619,33.551228,17.490011,24.757543
25.8118,33.465116,18.272545,25.106991
25.825253,33.009838,19.266555,25.624975
25.904077,32.660584,20.081455,26.028338
26.247261,32.774977,20.535076,26.247742
26.652806,33.013122,20.827191,26.360422
25.682432,31.677186,21.285254,26.582028
23.057169,29.221829,20.340457,26.040229
18.375337,24.368326,19.231392,25.394013
16.714459,22.980181,18.280395,24.85438
14.217101,21.538528,15.7404,23.334568
12.047405,20.430448,13.336764,21.930645
9.31644,18.785143,10.790168,20.484874
8.916461,18.661554,10.376532,20.338618
8.482456,18.415186,10.117971,20.288981
7.901797,18.102719,9.677518,20.130883
4.833405,16.42848,6.449151,18.260986
3.672233,17.016813,2.996437,16.262971
4.567669,19.65091,-0.261989,14.409054
9.50675,23.429238,2.4886,15.963252
13.2448,26.036633,5.0534,17.408688
16.077387,27.716801,7.810099,18.997458
18.684107,29.228083,10.258662,20.288319
20.627983,30.197853,12.455391,21.433506
22.372897,30.94555,14.859619,22.7616
24.376255,32.342549,16.542405,23.769724
25.309621,32.674425,18.216795,24.788574
25.883488,32.626195,19.88314,25.81904
25.791851,32.527939,19.88314,25.81904
25.209271,31.899081,19.88314,25.81904
24.19982,30.792263,19.88314,25.81904
20.497816,27.430926,18.280395,24.85438
15.991081,23.091026,16.727633,23.958678
13.698942,21.361241,15.096307,23.000288
11.879147,20.393251,13.17407,21.896647
9.902891,19.266452,11.226407,20.791021
7.948608,18.183212,9.301094,19.730542
5.899147,17.013107,7.342774,18.656705
4.012175,16.046714,5.391924,17.609855
2.127684,15.0992,3.404002,16.540039
1.469608,14.720313,2.757583,16.174477
2.941493,16.645685,2.280154,15.909131
5.803784,20.072933,1.600679,15.507002
10.016825,23.583842,3.300752,16.425243
13.181305,25.975267,5.01531,17.367576
15.710301,27.73522,6.669431,18.255526
18.072833,28.994874,9.061802,19.487789
20.053274,29.98426,11.30384,20.674078
22.163757,31.074773,13.650803,21.93426
23.495244,31.867399,14.833265,22.555032
24.499764,32.286864,16.227001,23.329172
25.286589,32.537255,17.460093,24.008021
24.568391,31.831744,17.565886,24.11743
22.837201,30.033416,17.676144,24.231186
21.243312,28.300688,17.79046,24.34897
19.896087,26.792802,17.73282,24.289594
17.086319,23.532686,17.676144,24.231186
17.271481,23.609038,18.539778,25.123884
13.226003,20.468922,15.156649,22.752982
12.011211,20.312693,13.902704,22.513829
8.68744,18.102106,10.48157,20.181938
6.299284,16.881701,7.972014,18.805152
4.106658,15.815578,5.623563,17.548368
1.656009,14.57202,3.053557,16.162154
1.175493,14.387589,2.522333,15.916322
2.501481,16.156971,2.150371,15.763984
4.752581,18.958017,1.600679,15.507002
9.391382,22.278839,4.677563,17.167636
13.747418,25.25485,7.83882,18.874685
17.620305,27.860424,10.790168,20.484874
20.910599,30.124495,13.280457,21.87436
23.581608,31.877228,15.62014,23.2131
25.85269,33.220695,18.091386,24.65905
26.816451,33.699143,19.367277,25.406091
26.943608,33.239041,20.800484,26.262772
26.555852,32.226713,22.070776,27.019346
26.140015,31.469499,22.597613,27.312416
27.04954,32.34315,23.868237,28.52457
26.549886,31.453111,24.448398,28.895764
24.56444,29.7367,23.568814,28.524264
21.560449,26.941524,22.059457,27.547825
19.582703,25.345262,20.634684,26.614447
16.703143,23.491047,17.487352,24.419229
14.798644,22.591598,15.576884,23.498355
12.673091,21.597499,13.435591,22.471102
11.202949,20.888092,11.752601,21.512077
9.4731,19.898946,10.047041,20.546448
7.749602,18.932869,8.320771,19.573958
6.686413,18.269834,7.32361,18.984207
7.253769,19.339711,6.498552,18.502219
7.413399,20.018875,5.499942,17.916353
9.74301,22.187717,6.115106,18.246926
12.229552,24.545841,6.554574,18.470665
14.430993,26.488748,7.162529,18.796683
15.939187,27.390051,8.318646,19.304378
16.281116,27.082573,9.63656,19.932847
18.596822,28.841781,10.790168,20.484874
19.832473,29.280589,12.676192,21.5258
21.749129,30.431696,14.589815,22.616398
22.930909,30.854717,16.481476,23.707934
23.025617,31.192973,15.827953,23.297744
21.6593,29.967979,15.396971,23.051241
19.200692,27.636406,14.742958,22.64545
15.515603,24.274338,13.384397,21.853407
10.927513,19.89354,11.854689,20.966261
9.008529,18.478204,10.48157,20.181938
6.20678,16.774029,7.972014,18.805152
3.817853,15.481577,5.623563,17.548368
1.32308,14.188719,3.053557,16.162154
-0.620181,13.171892,1.042147,15.066154
-2.615765,12.099148,-0.993315,13.949951
-4.531793,11.118868,-3.024863,12.840362
-3.520898,11.528304,-1.753092,13.547212
-0.235335,14.439768,-0.319717,14.344814
4.395277,18.827607,0.968606,15.069616
8.280721,22.266641,2.219555,15.75514
11.507702,24.868178,3.665762,16.570901
13.484048,26.274227,4.938606,17.285821
15.001776,26.927416,6.791246,18.234793
17.089271,28.164137,8.634134,19.196093
19.556802,29.793307,10.48157,20.181938
20.667691,30.467875,11.420788,20.667573
21.190396,30.518267,12.512019,21.24628
21.863521,30.772993,13.486163,21.776054
22.297691,30.85154,14.34833,22.259655
21.677589,29.919529,15.101353,22.698903
20.70727,28.504035,15.959421,23.184921
17.566643,25.343978,15.480108,22.951771
14.043095,21.491028,15.221533,22.876657
13.156162,20.779466,14.742958,22.64545
12.934017,21.046139,13.932936,22.210703
12.281,20.72301,13.224287,21.818514
11.738511,20.614529,12.400712,21.378847
11.165621,20.12416,12.12424,21.231468
11.127165,20.247134,11.900288,21.137421
10.84523,20.096331,11.621155,20.988669
10.877471,20.210902,11.560052,20.994311
10.857158,20.362236,11.27831,20.844063
11.112306,20.820866,11.046595,20.746083
10.908231,21.186405,10.020927,20.186682
11.521719,22.516977,8.815276,19.520397
11.79842,23.354476,7.810099,18.997458
13.084842,24.40704,8.576823,19.503873
14.715362,25.887407,9.177872,19.915375
16.283126,27.223839,9.955043,20.440914
16.802806,27.749585,9.955043,20.440914
16.201874,27.141193,9.955043,20.440914
15.013158,25.918401,9.955043,20.440914
13.655521,24.211496,9.825438,19.984924
14.533218,24.901716,11.161347,21.191941
14.553604,24.618626,11.852407,21.62601
13.232031,23.169514,11.852407,21.62601
11.792251,21.558011,11.852407,21.62601
11.649329,21.396227,11.852407,21.62601
11.070925,21.354661,10.833525,21.088189
9.71461,20.533411,9.62461,20.432761
8.519577,19.816442,8.57504,19.878298
7.404244,19.086971,7.484647,19.176583
6.657936,18.685735,6.575737,18.594241
5.79271,18.241811,5.499942,17.916353
5.167614,17.895782,4.810303,17.498734
4.953675,17.91884,4.294013,17.187254
5.05618,18.373086,3.606853,16.774126
7.065782,19.971068,4.810303,17.498734
8.796909,21.185986,6.191037,18.336769
10.423937,22.373836,7.40405,19.079719
11.33406,23.190362,7.792445,19.342892
10.780361,22.450798,8.182733,19.609037
11.02243,22.558719,8.57504,19.878298
11.216969,22.836116,8.315395,19.666861
11.746313,23.463682,8.016159,19.40976
12.506813,24.326154,7.719238,19.158368
12.929577,24.831123,7.465037,18.958824
12.013499,23.953415,7.170809,18.716053
10.642608,22.589597,6.918464,18.522572
8.778137,20.9106,6.318882,18.202962
5.83193,17.922919,5.885842,17.983286
4.427638,16.701871,5.278678,17.658906
5.129293,17.491734,5.278678,17.658906
5.069512,17.424736,5.278678,17.658906
5.099431,17.458274,5.278678,17.658906
3.838271,16.670515,4.154868,17.02492
2.785879,16.208888,2.856031,16.28727
1.576269,15.4841,1.724186,15.649502
1.512801,15.413025,1.724186,15.649502
2.216648,16.197701,1.724186,15.649502
4.522381,18.71312,1.724186,15.649502
7.556599,21.590225,2.407623,16.056651
9.453915,23.304778,2.921072,16.363328
10.357273,23.929444,3.606853,16.774126
12.613295,25.001674,5.990155,17.92777
15.176948,26.512848,8.157765,18.988094
16.4022,26.635757,10.48157,20.181938
16.84928,27.353011,9.97518,19.936703
17.143002,27.832752,9.677788,19.836286
15.794987,26.725652,9.253461,19.681507
14.942948,26.123194,8.769354,19.471991
13.532804,24.875846,8.488286,19.407041
10.443981,21.94632,7.325545,18.495761
11.009373,21.947957,9.177872,19.915375
9.920192,20.049741,10.45391,20.65436
10.646427,20.254753,11.552612,21.287958
8.347163,18.797212,9.383286,19.973378
6.164024,17.490133,7.216722,18.68147
3.763785,15.948468,5.0534,17.408688
2.652179,15.326212,4.01393,16.865622
1.468195,14.719602,2.790533,16.211914
0.496904,14.266828,1.724186,15.649502
-0.761333,13.392974,0.759555,15.110648
-0.239542,14.446947,-0.010097,14.703706
1.476327,16.859726,-0.982484,14.157387
4.905964,19.76568,0.418341,14.907821
8.840144,23.044282,2.003265,15.780031
10.52945,24.096387,3.404002,16.540039
12.779518,25.444895,5.31451,17.526438
13.797104,25.584556,7.212749,18.521405
15.094082,26.022133,9.061802,19.487789
15.910858,26.585487,9.677788,19.836286
15.946212,26.42136,10.075807,20.035371
15.697471,25.881876,10.687267,20.38249
16.230983,25.80222,12.016144,21.124142
16.806255,25.680186,13.553564,22.020523
17.394767,25.647913,14.859619,22.7616
17.025701,25.381476,14.648284,22.674998
13.812907,21.86357,14.435567,22.587896
12.908849,20.968824,14.221169,22.500101
11.338979,20.103252,12.729141,21.71209
9.840828,19.346657,11.199468,20.906025
8.353213,18.622913,9.677518,20.130883
7.181272,18.101039,8.279877,19.345164
5.758596,17.391425,6.699578,18.452516
4.270845,16.524325,5.278678,17.658906
3.674805,16.213501,4.59594,17.250036
4.364853,17.257658,4.08467,16.944927
6.069677,19.466013,3.404002,16.540039
11.129862,23.480268,6.109295,18.057304
15.282948,26.601263,8.61322,19.461404
17.881929,28.113978,11.300874,21.0139
20.191558,29.640499,13.284672,22.150803
22.569161,31.278257,15.24124,23.284904
24.180656,32.1743,17.233563,24.484584
25.802678,33.214721,18.605675,25.1927
26.481971,33.275598,20.014673,25.957865
27.594212,33.79123,21.476283,26.790574
27.429535,33.613342,21.476283,26.790574
26.854545,32.987638,21.476283,26.790574
24.638633,30.509135,21.476283,26.790574
21.776943,27.709646,20.668843,26.389927
19.031731,25.075877,19.762419,25.951591
17.913417,24.303085,19.075122,25.68835
16.720112,23.693182,17.632777,24.769903
14.896807,22.448312,15.958016,23.690853
13.361115,21.46047,14.51214,22.799717
11.805589,20.628699,12.893125,21.883007
10.113461,19.654046,11.300874,21.0139
8.588234,18.892515,9.677518,20.130883
7.920674,18.673401,8.702623,19.558579
7.766292,18.945033,7.896249,19.091249
8.836838,20.64633,6.918464,18.522572
12.884658,24.272407,8.318646,19.304378
16.312794,27.109834,9.875812,20.185261
18.627459,28.868038,11.300874,21.0139
22.099875,30.912284,14.670082,22.827107
25.572823,33.073775,18.08073,24.775747
28.06649,34.29817,21.476283,26.790574
27.530249,33.610916,21.8671,27.079095
28.022285,34.028479,22.192191,27.29727
27.883068,33.760503,22.585514,27.590864
27.677171,33.27283,23.236739,28.033309
27.328556,32.668514,23.725138,28.367453
27.116892,32.130155,24.376276,28.816012
24.35574,29.543819,23.051497,27.964705
20.981943,26.30142,21.626297,27.084358
19.044936,24.734151,20.354353,26.316697
17.274934,23.757843,18.473039,25.184873
15.427632,22.708906,16.627492,24.119713
13.753049,21.894035,14.745293,23.045542
11.873681,21.037011,12.697383,21.979367
9.945802,20.080583,10.738671,20.977778
8.004032,19.239148,8.57504,19.878298
7.496539,18.83323,8.099312,19.508664
7.949977,19.506394,7.628832,19.148467
9.325946,21.179173,7.162529,18.796683
10.330599,22.263001,7.243153,18.889903
11.265861,23.258935,7.32361,18.984207
10.902667,22.886366,6.542707,18.124448
11.932403,23.812194,7.710579,19.245013
12.052247,23.800365,7.081314,18.387863
13.404412,25.076493,7.190429,18.363422
17.456276,27.811267,11.062329,20.913012
19.509048,28.550683,13.953149,22.425777
20.820202,28.5967,16.727633,23.958678
19.684501,27.775768,15.922905,23.520673
19.720664,28.163639,15.27582,23.184147
18.593363,27.363557,14.51214,22.799717
14.401418,23.941496,11.953825,21.191536
8.746559,18.792677,9.529551,19.690236
5.020563,15.896358,7.008874,18.190608
4.912374,15.77915,6.963311,18.148134
4.337884,15.123618,6.87207,18.064157
-1.389967,11.947288,0.949655,14.676837
-4.606632,10.440134,-2.656206,12.719027
-0.399376,13.063585,1.479138,15.216166
-3.126425,11.699144,-1.357671,13.722369
-2.918024,11.750449,-1.050192,13.888081
-1.847972,12.795862,-0.743487,14.053073
-0.148239,14.543455,-0.437574,14.217348
3.079638,17.510113,0.610574,14.770099
7.974353,22.056213,1.812595,15.409386
11.75325,25.343952,2.870953,15.978015
12.045303,25.203801,3.681297,16.31467
13.011436,25.663903,4.659206,16.766788
14.514254,26.718131,5.491993,17.15504
14.62815,26.721736,5.68342,17.230547
13.862661,25.862484,5.874646,17.308405
13.021917,24.898065,6.109535,17.422015
11.208705,23.0154,6.152748,17.455239
10.166938,21.896645,6.196281,17.489148
8.495796,20.063611,6.240111,17.523715
5.794341,18.498053,3.84391,16.303337
1.580299,14.861685,1.997936,15.339287
-1.736852,12.499364,-0.350315,14.095183
-1.206245,12.713436,0.413055,14.572509
0.699724,14.051267,1.944224,15.470963
1.95131,14.452465,3.741635,16.499193
5.262706,16.764502,6.333013,17.982591
4.39013,16.314743,5.412575,17.476395
3.770165,16.152245,4.525488,17.007353
3.326557,15.91609,4.134418,16.829388
4.28722,17.088229,4.002792,16.76932
6.871457,19.845367,4.134418,16.829388
9.152329,22.41243,3.834247,16.670051
11.209323,24.221386,4.471295,17.027898
11.551564,24.357539,4.899984,17.245174
13.558259,25.562387,6.581139,18.093039
15.400823,26.627388,8.208536,18.909068
16.713523,27.170168,9.887703,19.793099
17.267885,27.347802,10.664191,20.181899
17.601778,27.295324,11.484758,20.615547
18.20081,27.515025,12.300494,21.047811
18.824987,27.823238,13.055969,21.480731
18.539515,27.104268,13.971488,22.012508
17.547635,25.660585,14.670994,22.397927
14.693166,22.998082,13.755806,21.91991
11.960272,20.410833,12.891687,21.493972
10.525182,19.329245,12.018787,21.065195
8.611421,18.166959,10.356313,20.183825
6.869912,17.320571,8.537673,19.2332
5.39953,16.718766,6.837684,18.355587
4.462401,16.380967,5.612715,17.68467
3.273285,15.758192,4.413979,17.047952
2.135035,15.199537,3.200012,16.40105
1.348342,14.67422,2.554784,16.036777
1.871985,15.721002,1.770438,15.607373
3.793573,18.17697,1.152436,15.275649
7.807563,21.619598,2.724486,16.137191
11.735618,24.812996,4.487221,17.128291
14.2974,26.67558,6.030026,17.970772
17.037771,28.283478,8.601019,19.370683
18.799573,28.977835,11.162776,20.795237
20.360798,29.501729,13.729354,22.263158
21.240648,29.781339,15.156,23.061149
22.212526,30.164038,16.563032,23.854104
22.773799,30.108497,18.016694,24.709512
22.566797,29.742828,18.40917,24.987931
22.459547,29.553738,18.573418,25.094365
21.580062,28.413997,18.967988,25.376892
19.525387,26.604579,17.945132,24.764087
16.470469,23.629179,16.915768,24.152456
14.39558,21.795693,15.879609,23.541706
13.092741,21.244973,14.286914,22.634427
11.586976,20.380008,12.838514,21.825744
9.754532,19.246638,11.199468,20.906025
8.141113,18.383108,9.584185,20.029467
6.719655,17.664987,8.109465,19.241716
4.926947,16.628472,6.437189,18.335836
3.891983,16.094827,5.315764,17.701258
4.282114,17.079744,4.360954,17.167791
6.281297,19.859021,3.23079,16.529649
10.219649,23.354623,4.496724,17.22956
13.217881,25.878423,5.582737,17.821399
15.464718,27.562897,6.870254,18.555503
18.874856,29.534144,10.06951,20.237716
21.455876,30.845865,13.06371,21.850926
23.996697,32.132339,16.172704,23.583345
25.35658,33.052194,17.236985,24.162408
26.113758,33.363145,18.29325,24.739678
26.750329,33.543253,19.346752,25.317637
26.433786,32.978467,19.932996,25.671015
25.460629,31.737862,20.299735,25.857282
24.863976,30.810378,20.886109,26.212286
21.951339,28.117083,19.771697,25.566655
17.430335,23.443705,18.718751,24.987959
16.131196,22.59251,17.60306,24.34749
13.660487,21.074169,15.351835,23.068125
11.391988,19.92339,12.952382,21.738062
9.23742,18.853264,10.660937,20.489958
8.142609,18.221071,9.63656,19.932847
6.968521,17.598374,8.432738,19.269549
5.952836,17.069319,7.428663,18.747854
4.883153,16.580274,6.199363,18.071824
4.97823,17.411468,4.959383,17.390348
6.773009,20.056878,3.74419,16.742217
11.052705,23.767853,5.33673,17.634547
14.608345,26.590673,7.088407,18.624788
17.080873,28.388976,8.657988,19.509886
20.473895,30.460192,11.874054,21.321452
23.504649,32.221143,15.181605,23.222213
26.026159,33.6193,18.241083,25.007493
25.548737,33.048943,18.08073,24.775747
24.659657,32.050839,17.99071,24.618949
27.816524,33.646217,22.254986,27.226817
27.334199,33.179051,22.093351,27.118774
26.775403,32.553667,22.030875,27.049054
25.629488,31.32881,22.831677,27.987856
21.847446,27.670142,20.538842,26.117653
19.400853,25.360838,20.41689,26.581795
16.771907,23.165607,17.99071,24.618949
14.528779,21.722271,16.069376,23.541718
13.980946,22.117257,15.560133,23.947947
10.918144,19.872332,12.388965,21.570476
9.301947,18.996097,10.743885,20.649177
8.003646,18.409415,9.245324,19.823278
6.478086,17.665206,7.556355,18.886012
5.445443,17.037799,6.538228,18.274394
4.408299,16.409595,5.483331,17.626555
6.479368,19.25222,4.471295,17.027898
9.516427,21.806429,5.747338,17.6733
14.101505,25.905292,7.037203,18.343759
17.707019,28.885813,8.303001,19.000316
18.801706,29.18239,10.051468,19.889917
20.505606,30.139421,11.699256,20.760517
22.200955,31.039566,13.487521,21.721322
25.675162,32.94249,17.95201,24.451163
25.823465,33.082271,17.894141,24.391363
25.341945,32.583878,17.837245,24.332531
24.94542,32.121375,17.998362,24.434104
24.094291,31.09865,18.20873,24.520773
22.326555,29.203224,18.20873,24.520773
19.724778,26.364742,18.1032,24.477228
11.43951,19.563021,13.440568,21.908609
10.119166,18.83058,12.126882,21.170805
9.875695,18.63879,11.962211,21.071081
2.490292,14.884605,4.075448,16.693729
2.223075,14.758295,3.817236,16.575683
-1.025167,13.174965,0.294698,14.674706
-1.645238,12.838796,-0.348871,14.312827
-1.218811,13.046248,0.156363,14.60885
-0.631977,13.3441,0.800036,14.970773
-1.771009,12.788033,-0.488212,14.246009
3.382026,18.234374,0.07605,14.607932
5.978438,21.182289,-0.374332,14.373811
15.244923,26.497457,8.646648,19.418712
17.909966,28.401701,10.326603,20.287389
19.219249,29.574781,10.559623,20.386744
24.385719,32.227087,16.686841,23.79106
25.120208,32.739175,17.217213,24.079377
