module, rotation, UDI-f, UDI-a, UDI-e 
module_0,0.0,9.7,58.08,32.22
module_0,0.0,9.62,40.49,49.89
module_0,0.0,9.62,35.97,54.41
module_0,0.0,9.62,34.79,55.59
module_0,0.0,9.62,35.12,55.26
module_0,0.0,9.62,36.22,54.16
module_0,0.0,9.62,38.79,51.59
module_0,0.0,9.64,46.19,44.16
module_0,0.0,11.37,88.63,0.0
module_0,0.0,10.11,84.08,5.81
module_0,0.0,9.73,61.48,28.79
module_0,0.0,9.7,50.6,39.7
module_0,0.0,9.7,48.25,42.05
module_0,0.0,9.78,52.66,37.56
module_0,0.0,9.89,68.0,22.11
module_0,0.0,11.67,88.33,0.0
module_0,0.0,10.68,85.51,3.81
module_0,0.0,10.19,78.41,11.4
module_0,0.0,10.11,71.34,18.55
module_0,0.0,10.03,66.79,23.18
module_0,0.0,9.95,65.26,24.79
module_0,0.0,9.78,66.38,23.84
module_0,0.0,12.19,87.81,0.0
module_0,0.0,11.42,86.85,1.73
module_0,0.0,10.79,83.48,5.73
module_0,0.0,10.49,81.01,8.49
module_0,0.0,10.14,78.6,11.26
module_0,0.0,10.0,76.36,13.64
module_0,0.0,9.78,69.67,20.55
module_0,0.0,12.9,87.1,0.0
module_0,0.0,12.16,87.32,0.52
module_0,0.0,11.37,86.11,2.52
module_0,0.0,10.71,84.99,4.3
module_0,0.0,10.36,84.49,5.15
module_0,0.0,10.08,84.03,5.89
module_0,0.0,9.78,75.75,14.47
module_0,0.0,13.92,86.08,0.0
module_0,0.0,12.99,87.01,0.0
module_0,0.0,11.89,87.37,0.74
module_0,0.0,11.15,87.73,1.12
module_0,0.0,10.58,87.37,2.05
module_0,0.0,10.11,87.7,2.19
module_0,0.0,9.78,84.36,5.86
module_0,0.0,61.45,38.55,0.0
module_0,0.0,54.44,45.56,0.0
module_0,0.0,47.64,52.36,0.0
module_0,0.0,41.07,58.93,0.0
module_0,0.0,32.63,67.37,0.0
module_0,0.0,27.12,72.88,0.0
module_0,0.0,21.84,78.16,0.0
module_0,0.0,17.23,82.77,0.0
module_0,0.0,14.9,85.1,0.0
module_0,0.0,13.59,86.41,0.0
module_0,0.0,12.58,87.42,0.0
module_0,0.0,11.56,88.38,0.05
module_0,0.0,10.77,89.07,0.16
module_0,0.0,10.3,89.34,0.36
module_0,0.0,9.97,88.82,1.21
module_0,0.0,13.75,86.25,0.0
module_0,0.0,12.08,87.92,0.0
module_0,0.0,12.16,87.84,0.0
module_0,0.0,12.77,87.23,0.0
module_0,0.0,14.41,85.59,0.0
module_0,0.0,12.47,87.53,0.0
module_0,0.0,13.21,86.79,0.0
module_0,0.0,76.08,23.92,0.0
module_0,0.0,69.29,30.71,0.0
module_0,0.0,58.74,41.26,0.0
module_0,0.0,70.08,29.92,0.0
module_0,0.0,51.53,48.47,0.0
module_0,0.0,43.86,56.14,0.0
module_0,0.0,28.99,71.01,0.0
module_0,0.0,21.75,78.25,0.0
module_0,0.0,36.63,63.37,0.0
module_0,0.0,15.07,84.93,0.0
module_0,0.0,9.7,67.21,23.1
module_0,0.0,9.62,39.86,50.52
module_0,0.0,9.62,36.03,54.36
module_0,0.0,9.62,36.08,54.3
module_0,0.0,9.7,52.11,38.19
module_0,0.0,10.0,89.04,0.96
module_0,0.0,10.14,76.88,12.99
module_0,0.0,9.7,55.48,34.82
module_0,0.0,9.7,56.11,34.19
module_0,0.0,9.73,64.0,26.27
module_0,0.0,9.7,49.92,40.38
module_0,0.0,9.7,54.55,35.75
module_0,0.0,9.7,50.44,39.86
module_0,0.0,9.7,66.19,24.11
module_0,0.0,9.7,59.84,30.47
module_0,0.0,9.75,71.64,18.6
module_0,0.0,58.44,41.56,0.0
module_0,0.0,55.73,44.27,0.0
module_0,0.0,50.25,49.75,0.0
module_0,0.0,53.12,46.88,0.0
module_0,0.0,38.82,61.18,0.0
module_0,0.0,44.66,55.34,0.0
module_0,0.0,25.34,74.66,0.0
module_0,0.0,34.71,65.29,0.0
module_0,0.0,22.63,77.37,0.0
module_0,0.0,55.51,44.49,0.0
module_0,0.0,17.48,82.52,0.0
module_0,0.0,17.75,82.25,0.0
module_0,0.0,15.95,84.05,0.0
module_0,0.0,9.78,77.53,12.68
module_0,0.0,9.7,61.59,28.71
module_0,0.0,12.16,87.81,0.03
module_0,0.0,11.32,88.58,0.11
module_0,0.0,13.1,86.9,0.0
module_0,0.0,14.55,85.45,0.0
module_0,0.0,9.78,78.49,11.73
module_0,0.0,10.14,89.62,0.25
module_0,0.0,9.73,72.11,18.16
module_0,0.0,10.55,89.04,0.41
module_0,0.0,10.08,88.36,1.56
module_0,0.0,18.93,81.07,0.0
module_0,0.0,35.56,64.44,0.0
module_0,0.0,31.86,68.14,0.0
module_0,0.0,36.93,62.3,0.77
module_0,0.0,19.48,80.52,0.0
module_0,0.0,17.89,79.84,2.27
module_0,0.0,19.53,73.29,7.18
module_0,0.0,19.84,80.16,0.0
module_0,0.0,18.77,77.29,3.95
module_0,0.0,20.0,72.22,7.78
module_0,0.0,23.48,75.29,1.23
module_0,0.0,22.3,72.9,4.79
module_0,0.0,24.05,70.14,5.81
module_0,0.0,28.36,70.14,1.51
module_0,0.0,26.55,69.23,4.22
module_0,0.0,28.14,68.14,3.73
module_0,0.0,12.3,87.7,0.0
module_0,0.0,9.62,38.55,51.84
module_0,0.0,9.7,42.3,48.0
module_0,0.0,9.62,31.7,58.68
module_0,0.0,9.78,49.78,40.44
module_0,0.0,10.27,89.1,0.63
module_0,0.0,9.78,67.45,22.77
module_0,0.0,9.7,56.38,33.92
module_0,0.0,9.7,52.99,37.32
module_0,0.0,9.89,52.88,37.23
module_0,0.0,10.77,87.32,1.92
module_0,0.0,10.25,77.04,12.71
module_0,0.0,10.14,68.85,21.01
module_0,0.0,10.14,65.07,24.79
module_0,0.0,10.3,63.01,26.68
module_0,0.0,11.67,86.47,1.86
module_0,0.0,11.12,82.03,6.85
module_0,0.0,10.9,75.67,13.42
module_0,0.0,10.96,72.96,16.08
module_0,0.0,11.15,70.14,18.71
module_0,0.0,12.68,85.29,2.03
module_0,0.0,12.08,82.03,5.89
module_0,0.0,11.81,78.68,9.51
module_0,0.0,11.78,75.51,12.71
module_0,0.0,12.0,74.22,13.78
module_0,0.0,9.7,60.19,30.11
module_0,0.0,9.64,44.0,46.36
module_0,0.0,9.62,40.19,50.19
module_0,0.0,9.62,38.93,51.45
module_0,0.0,9.62,40.44,49.95
module_0,0.0,9.62,42.96,47.42
module_0,0.0,9.7,49.26,41.04
module_0,0.0,9.7,61.97,28.33
module_0,0.0,11.86,88.14,0.0
module_0,0.0,10.58,88.14,1.29
module_0,0.0,10.0,74.16,15.84
module_0,0.0,9.78,61.67,28.55
module_0,0.0,9.78,56.68,33.53
module_0,0.0,9.78,56.22,34.0
module_0,0.0,9.89,63.29,26.82
module_0,0.0,12.05,87.95,0.0
module_0,0.0,11.26,87.81,0.93
module_0,0.0,10.58,82.49,6.93
module_0,0.0,10.19,75.97,13.84
module_0,0.0,10.14,72.77,17.1
module_0,0.0,10.03,69.04,20.93
module_0,0.0,9.81,69.62,20.58
module_0,0.0,12.58,87.42,0.0
module_0,0.0,11.95,87.64,0.41
module_0,0.0,11.26,85.75,2.99
module_0,0.0,10.66,83.62,5.73
module_0,0.0,10.36,82.22,7.42
module_0,0.0,10.11,80.99,8.9
module_0,0.0,9.81,76.74,13.45
module_0,0.0,13.23,86.77,0.0
module_0,0.0,12.77,87.23,0.0
module_0,0.0,11.81,86.63,1.56
module_0,0.0,11.1,86.49,2.41
module_0,0.0,10.58,85.37,4.05
module_0,0.0,10.14,85.51,4.36
module_0,0.0,9.89,83.12,6.99
module_0,0.0,14.93,85.07,0.0
module_0,0.0,13.53,86.47,0.0
module_0,0.0,12.52,87.45,0.03
module_0,0.0,11.53,87.95,0.52
module_0,0.0,10.82,88.14,1.04
module_0,0.0,10.33,87.92,1.75
module_0,0.0,9.97,88.68,1.34
module_0,0.0,60.38,39.62,0.0
module_0,0.0,56.08,43.92,0.0
module_0,0.0,48.74,51.26,0.0
module_0,0.0,42.11,57.89,0.0
module_0,0.0,34.71,65.29,0.0
module_0,0.0,27.75,72.25,0.0
module_0,0.0,22.99,77.01,0.0
module_0,0.0,18.47,81.53,0.0
module_0,0.0,16.08,83.92,0.0
module_0,0.0,14.49,85.51,0.0
module_0,0.0,13.07,86.93,0.0
module_0,0.0,11.95,88.05,0.0
module_0,0.0,11.15,88.79,0.05
module_0,0.0,10.58,89.15,0.27
module_0,0.0,10.11,89.78,0.11
module_0,0.0,12.11,87.89,0.0
module_0,0.0,12.3,87.7,0.0
module_0,0.0,11.75,88.25,0.0
module_0,0.0,12.66,87.34,0.0
module_0,0.0,71.48,28.52,0.0
module_0,0.0,62.6,37.4,0.0
module_0,0.0,54.77,45.23,0.0
module_0,0.0,45.45,54.55,0.0
module_0,0.0,38.38,61.62,0.0
module_0,0.0,23.51,76.49,0.0
module_0,0.0,29.59,70.41,0.0
module_0,0.0,10.08,89.92,0.0
module_0,0.0,9.64,46.0,44.36
module_0,0.0,9.62,36.93,53.45
module_0,0.0,9.62,33.42,56.96
module_0,0.0,9.7,39.73,50.58
module_0,0.0,10.0,74.58,15.42
module_0,0.0,9.7,53.07,37.23
module_0,0.0,54.03,45.97,0.0
module_0,0.0,53.53,46.47,0.0
module_0,0.0,39.59,60.41,0.0
module_0,0.0,47.62,52.38,0.0
module_0,0.0,27.89,72.11,0.0
module_0,0.0,32.08,67.92,0.0
module_0,0.0,21.04,78.96,0.0
module_0,0.0,16.71,83.29,0.0
module_0,0.0,14.85,85.15,0.0
module_0,0.0,11.78,88.11,0.11
module_0,0.0,11.04,88.6,0.36
module_0,0.0,12.74,87.26,0.0
module_0,0.0,13.75,86.25,0.0
module_0,0.0,10.58,89.04,0.38
module_0,0.0,28.52,71.48,0.0
module_0,0.0,22.49,77.51,0.0
module_0,0.0,24.05,73.53,2.41
module_0,0.0,20.36,79.64,0.0
module_0,0.0,17.84,81.59,0.58
module_0,0.0,18.3,75.04,6.66
module_0,0.0,21.86,78.14,0.0
module_0,0.0,19.51,77.89,2.6
module_0,0.0,19.95,73.59,6.47
module_0,0.0,26.93,72.66,0.41
module_0,0.0,24.19,72.47,3.34
module_0,0.0,24.19,70.96,4.85
module_0,0.0,31.34,68.08,0.58
module_0,0.0,28.74,68.66,2.6
module_0,0.0,28.16,67.29,4.55
module_0,0.0,11.51,88.49,0.0
module_0,0.0,9.7,66.77,23.53
module_0,0.0,9.64,43.15,47.21
module_0,0.0,9.67,42.71,47.62
module_0,0.0,9.7,42.47,47.84
module_0,0.0,10.6,89.32,0.08
module_0,0.0,10.08,76.33,13.59
module_0,0.0,9.84,63.92,26.25
module_0,0.0,9.78,58.38,31.84
module_0,0.0,9.95,56.49,33.56
module_0,0.0,11.18,87.78,1.04
module_0,0.0,10.68,82.22,7.1
module_0,0.0,10.38,74.03,15.59
module_0,0.0,10.3,68.63,21.07
module_0,0.0,10.49,66.77,22.74
module_0,0.0,12.25,86.41,1.34
module_0,0.0,11.62,83.07,5.32
module_0,0.0,11.21,78.6,10.19
module_0,0.0,11.12,74.49,14.38
module_0,0.0,11.29,73.29,15.42
module_0,0.0,13.04,85.64,1.32
module_0,0.0,12.41,83.07,4.52
module_0,0.0,12.0,80.0,8.0
module_0,0.0,11.92,77.75,10.33
module_0,0.0,12.14,74.9,12.96
module_0,45.0,9.62,38.66,51.73
module_0,45.0,9.62,28.55,61.84
module_0,45.0,9.62,26.93,63.45
module_0,45.0,9.62,26.68,63.7
module_0,45.0,9.62,27.01,63.37
module_0,45.0,9.62,27.23,63.15
module_0,45.0,9.62,27.78,62.6
module_0,45.0,9.62,35.15,55.23
module_0,45.0,52.63,47.37,0.0
module_0,45.0,49.34,50.66,0.0
module_0,45.0,44.25,55.75,0.0
module_0,45.0,37.84,62.16,0.0
module_0,45.0,30.96,69.04,0.0
module_0,45.0,25.21,74.79,0.0
module_0,45.0,21.1,78.9,0.0
module_0,45.0,16.49,83.51,0.0
module_0,45.0,14.25,85.75,0.0
module_0,45.0,12.99,85.92,1.1
module_0,45.0,12.0,85.18,2.82
module_0,45.0,11.73,83.26,5.01
module_0,45.0,11.37,81.59,7.04
module_0,45.0,11.45,84.63,3.92
module_0,45.0,12.82,87.01,0.16
module_0,45.0,12.3,86.68,1.01
module_0,45.0,11.4,84.41,4.19
module_0,45.0,11.12,81.26,7.62
module_0,45.0,10.68,75.21,14.11
module_0,45.0,10.19,72.19,17.62
module_0,45.0,11.89,86.63,1.48
module_0,45.0,11.4,86.68,1.92
module_0,45.0,11.01,83.95,5.04
module_0,45.0,10.68,76.27,13.04
module_0,45.0,10.19,63.86,25.95
module_0,45.0,9.78,48.99,41.23
module_0,45.0,11.12,85.59,3.29
module_0,45.0,10.82,84.58,4.6
module_0,45.0,10.55,82.16,7.29
module_0,45.0,10.27,69.95,19.78
module_0,45.0,10.08,54.05,35.86
module_0,45.0,9.7,36.22,54.08
module_0,45.0,10.55,82.79,6.66
module_0,45.0,10.38,80.74,8.88
module_0,45.0,10.19,76.6,13.21
module_0,45.0,10.11,63.53,26.36
module_0,45.0,9.97,49.04,40.99
module_0,45.0,9.7,31.78,58.52
module_0,45.0,10.14,77.23,12.63
module_0,45.0,10.08,72.93,16.99
module_0,45.0,9.97,67.75,22.27
module_0,45.0,9.86,56.27,33.86
module_0,45.0,9.89,48.08,42.03
module_0,45.0,9.7,35.26,55.04
module_0,45.0,9.86,66.0,24.14
module_0,45.0,9.75,59.01,31.23
module_0,45.0,9.7,52.6,37.7
module_0,45.0,9.7,44.74,45.56
module_0,45.0,9.7,46.33,43.97
module_0,45.0,9.78,46.85,43.37
module_0,45.0,47.59,52.41,0.0
module_0,45.0,39.42,60.58,0.0
module_0,45.0,45.21,54.79,0.0
module_0,45.0,48.63,51.37,0.0
module_0,45.0,52.49,47.51,0.0
module_0,45.0,48.58,51.42,0.0
module_0,45.0,58.14,41.86,0.0
module_0,45.0,43.81,56.19,0.0
module_0,45.0,49.62,50.38,0.0
module_0,45.0,58.14,41.86,0.0
module_0,45.0,39.12,60.88,0.0
module_0,45.0,29.67,70.33,0.0
module_0,45.0,20.16,79.84,0.0
module_0,45.0,24.63,75.37,0.0
module_0,45.0,16.66,83.21,0.14
module_0,45.0,33.21,66.79,0.0
module_0,45.0,27.81,72.19,0.0
module_0,45.0,18.74,81.26,0.0
module_0,45.0,15.95,84.05,0.0
module_0,45.0,22.71,77.29,0.0
module_0,45.0,15.1,84.79,0.11
module_0,45.0,35.62,64.38,0.0
module_0,45.0,46.71,53.29,0.0
module_0,45.0,33.18,66.82,0.0
module_0,45.0,26.27,73.73,0.0
module_0,45.0,39.64,60.36,0.0
module_0,45.0,31.56,68.44,0.0
module_0,45.0,63.18,36.82,0.0
module_0,45.0,59.29,40.71,0.0
module_0,45.0,50.03,49.97,0.0
module_0,45.0,38.19,61.81,0.0
module_0,45.0,44.14,55.86,0.0
module_0,45.0,52.3,47.7,0.0
module_0,45.0,20.74,79.26,0.0
module_0,45.0,19.34,80.66,0.0
module_0,45.0,14.03,85.67,0.3
module_0,45.0,15.7,84.27,0.03
module_0,45.0,12.3,85.48,2.22
module_0,45.0,11.53,84.49,3.97
module_0,45.0,11.48,85.29,3.23
module_0,45.0,12.99,87.01,0.0
module_0,45.0,12.0,87.84,0.16
module_0,45.0,11.84,84.19,3.97
module_0,45.0,11.86,84.99,3.15
module_0,45.0,25.53,74.47,0.0
module_0,45.0,12.6,85.64,1.75
module_0,45.0,11.07,82.55,6.38
module_0,45.0,11.75,84.74,3.51
module_0,45.0,10.6,79.97,9.42
module_0,45.0,13.64,86.05,0.3
module_0,45.0,12.99,86.41,0.6
module_0,45.0,12.16,85.34,2.49
module_0,45.0,11.29,84.68,4.03
module_0,45.0,10.77,81.64,7.59
module_0,45.0,10.36,77.29,12.36
module_0,45.0,10.27,75.4,14.33
module_0,45.0,10.11,70.19,19.7
module_0,45.0,9.7,54.27,36.03
module_0,45.0,9.95,64.66,25.4
module_0,45.0,9.7,47.1,43.21
module_0,45.0,9.7,41.92,48.38
module_0,45.0,9.64,38.47,51.89
module_0,45.0,9.62,34.33,56.05
module_0,45.0,11.53,84.6,3.86
module_0,45.0,11.29,87.42,1.29
module_0,45.0,10.03,72.58,17.4
module_0,45.0,11.7,86.19,2.11
module_0,45.0,9.64,33.18,57.18
module_0,45.0,9.62,28.25,62.14
module_0,45.0,9.62,23.53,66.85
module_0,45.0,9.7,37.92,52.38
module_0,45.0,9.62,34.11,56.27
module_0,45.0,9.7,43.37,46.93
module_0,45.0,9.7,43.51,46.79
module_0,45.0,10.0,76.11,13.89
module_0,45.0,9.78,77.92,12.3
module_0,45.0,9.7,49.32,40.99
module_0,45.0,14.36,85.56,0.08
module_0,45.0,21.92,78.08,0.0
module_0,45.0,20.3,78.9,0.79
module_0,45.0,22.96,72.27,4.77
module_0,45.0,17.32,76.68,6.0
module_0,45.0,16.47,73.53,10.0
module_0,45.0,17.75,72.99,9.26
module_0,45.0,18.93,71.53,9.53
module_0,45.0,17.34,71.42,11.23
module_0,45.0,19.23,74.19,6.58
module_0,45.0,21.95,74.08,3.97
module_0,45.0,21.45,74.77,3.78
module_0,45.0,22.66,74.27,3.07
module_0,45.0,25.18,72.27,2.55
module_0,45.0,24.27,73.21,2.52
module_0,45.0,25.23,72.49,2.27
module_0,45.0,11.84,75.73,12.44
module_0,45.0,11.59,73.97,14.44
module_0,45.0,11.62,73.1,15.29
module_0,45.0,11.95,73.75,14.3
module_0,45.0,12.47,74.77,12.77
module_0,45.0,11.04,66.74,22.22
module_0,45.0,10.77,63.51,25.73
module_0,45.0,10.85,63.86,25.29
module_0,45.0,11.12,68.0,20.88
module_0,45.0,11.62,73.26,15.12
module_0,45.0,10.22,55.4,34.38
module_0,45.0,10.14,51.29,38.58
module_0,45.0,10.14,52.85,37.01
module_0,45.0,10.3,62.79,26.9
module_0,45.0,10.82,72.33,16.85
module_0,45.0,9.78,40.25,49.97
module_0,45.0,9.7,36.44,53.86
module_0,45.0,9.7,41.12,49.18
module_0,45.0,9.89,56.05,34.05
module_0,45.0,10.52,76.96,12.52
module_0,45.0,9.64,24.33,66.03
module_0,45.0,9.62,26.0,64.38
module_0,45.0,9.62,23.01,67.37
module_0,45.0,9.7,49.37,40.93
module_0,45.0,14.44,85.56,0.0
module_0,45.0,9.62,40.88,49.51
module_0,45.0,9.62,30.99,59.4
module_0,45.0,9.62,28.25,62.14
module_0,45.0,9.62,28.6,61.78
module_0,45.0,9.62,29.07,61.32
module_0,45.0,9.62,30.3,60.08
module_0,45.0,9.62,33.07,57.32
module_0,45.0,9.7,47.64,42.66
module_0,45.0,51.04,48.96,0.0
module_0,45.0,46.3,53.7,0.0
module_0,45.0,40.25,59.75,0.0
module_0,45.0,33.62,66.38,0.0
module_0,45.0,28.11,71.89,0.0
module_0,45.0,23.01,76.99,0.0
module_0,45.0,18.9,81.1,0.0
module_0,45.0,15.81,84.19,0.0
module_0,45.0,14.0,85.89,0.11
module_0,45.0,13.07,86.58,0.36
module_0,45.0,12.38,85.7,1.92
module_0,45.0,11.7,83.42,4.88
module_0,45.0,11.32,80.27,8.41
module_0,45.0,11.04,80.79,8.16
module_0,45.0,12.68,87.12,0.19
module_0,45.0,12.3,86.55,1.15
module_0,45.0,11.86,85.64,2.49
module_0,45.0,11.12,81.86,7.01
module_0,45.0,10.68,73.34,15.97
module_0,45.0,10.14,67.42,22.44
module_0,45.0,11.81,85.78,2.41
module_0,45.0,11.34,86.14,2.52
module_0,45.0,11.01,85.12,3.86
module_0,45.0,10.68,78.79,10.52
module_0,45.0,10.27,64.66,25.07
module_0,45.0,9.89,49.67,40.44
module_0,45.0,11.01,84.82,4.16
module_0,45.0,10.77,84.14,5.1
module_0,45.0,10.49,81.45,8.05
module_0,45.0,10.41,77.34,12.25
module_0,45.0,10.11,58.0,31.89
module_0,45.0,9.78,40.14,50.08
module_0,45.0,10.52,81.04,8.44
module_0,45.0,10.27,79.4,10.33
module_0,45.0,10.14,76.36,13.51
module_0,45.0,10.14,71.37,18.49
module_0,45.0,10.0,53.64,36.36
module_0,45.0,9.75,37.62,52.63
module_0,45.0,10.11,75.21,14.68
module_0,45.0,10.0,70.63,19.37
module_0,45.0,9.89,64.88,25.23
module_0,45.0,9.95,63.1,26.96
module_0,45.0,9.81,51.1,39.1
module_0,45.0,9.78,41.64,48.58
module_0,45.0,9.84,63.62,26.55
module_0,45.0,9.7,54.77,35.53
module_0,45.0,9.7,48.96,41.34
module_0,45.0,9.7,49.53,40.77
module_0,45.0,9.7,43.89,46.41
module_0,45.0,9.7,46.0,44.3
module_0,45.0,9.7,49.21,41.1
module_0,45.0,9.64,39.7,50.66
module_0,45.0,9.62,35.95,54.44
module_0,45.0,13.53,86.47,0.0
module_0,45.0,9.7,52.11,38.19
module_0,45.0,9.62,30.52,59.86
module_0,45.0,9.62,24.99,65.4
module_0,45.0,9.62,27.56,62.82
module_0,45.0,9.64,35.78,54.58
module_0,45.0,9.64,36.88,53.48
module_0,45.0,9.64,28.27,62.08
module_0,45.0,9.86,64.71,25.42
module_0,45.0,31.78,68.22,0.0
module_0,45.0,26.99,73.01,0.0
module_0,45.0,28.03,71.97,0.0
module_0,45.0,19.04,79.48,1.48
module_0,45.0,16.85,77.29,5.86
module_0,45.0,16.99,73.56,9.45
module_0,45.0,18.6,73.45,7.95
module_0,45.0,18.05,73.07,8.88
module_0,45.0,17.7,72.66,9.64
module_0,45.0,21.92,71.48,6.6
module_0,45.0,20.38,72.52,7.1
module_0,45.0,20.88,74.49,4.63
module_0,45.0,24.55,72.66,2.79
module_0,45.0,23.01,73.86,3.12
module_0,45.0,23.73,73.75,2.52
module_0,45.0,12.22,76.82,10.96
module_0,45.0,11.81,75.67,12.52
module_0,45.0,11.67,74.58,13.75
module_0,45.0,11.89,74.52,13.59
module_0,45.0,12.47,75.7,11.84
module_0,45.0,11.37,72.9,15.73
module_0,45.0,11.07,68.66,20.27
module_0,45.0,11.07,67.4,21.53
module_0,45.0,11.23,69.26,19.51
module_0,45.0,11.73,73.62,14.66
module_0,45.0,10.44,61.81,27.75
module_0,45.0,10.27,56.27,33.45
module_0,45.0,10.27,56.14,33.59
module_0,45.0,10.44,61.1,28.47
module_0,45.0,10.93,70.41,18.66
module_0,45.0,10.03,49.37,40.6
module_0,45.0,9.81,41.75,48.44
module_0,45.0,9.78,43.45,46.77
module_0,45.0,9.95,53.37,36.68
module_0,45.0,10.3,69.84,19.86
module_0,45.0,9.78,41.12,49.1
module_0,45.0,9.64,26.16,64.19
module_0,45.0,9.7,30.16,60.14
module_0,45.0,9.62,26.9,63.48
module_0,45.0,10.44,80.25,9.32
module_0,90.0,21.59,76.19,2.22
module_0,90.0,16.9,73.48,9.62
module_0,90.0,18.08,75.97,5.95
module_0,90.0,20.96,76.11,2.93
module_0,90.0,23.81,74.08,2.11
module_0,90.0,18.16,81.48,0.36
module_0,90.0,15.07,73.42,11.51
module_0,90.0,17.01,76.19,6.79
module_0,90.0,19.67,77.04,3.29
module_0,90.0,22.66,75.01,2.33
module_0,90.0,19.48,79.32,1.21
module_0,90.0,16.03,72.16,11.81
module_0,90.0,17.29,76.03,6.68
module_0,90.0,20.16,76.66,3.18
module_0,90.0,23.18,74.22,2.6
module_0,90.0,9.62,26.38,64.0
module_0,90.0,9.62,21.59,68.79
module_0,90.0,9.62,20.3,70.08
module_0,90.0,9.62,20.33,70.05
module_0,90.0,9.62,20.77,69.62
module_0,90.0,9.62,20.99,69.4
module_0,90.0,9.62,20.93,69.45
module_0,90.0,9.62,22.74,67.64
module_0,90.0,9.7,34.58,55.73
module_0,90.0,9.7,33.21,57.1
module_0,90.0,9.7,33.86,56.44
module_0,90.0,9.7,35.92,54.38
module_0,90.0,9.7,39.89,50.41
module_0,90.0,9.78,44.3,45.92
module_0,90.0,9.78,29.48,60.74
module_0,90.0,9.78,35.75,54.47
module_0,90.0,9.84,42.58,47.59
module_0,90.0,9.89,48.36,41.75
module_0,90.0,9.97,52.66,37.37
module_0,90.0,10.11,56.16,33.73
module_0,90.0,9.75,25.18,65.07
module_0,90.0,10.0,37.15,52.85
module_0,90.0,10.11,51.07,38.82
module_0,90.0,10.14,57.92,31.95
module_0,90.0,10.22,61.84,27.95
module_0,90.0,10.36,64.11,25.53
module_0,90.0,9.78,27.15,63.07
module_0,90.0,10.11,41.26,48.63
module_0,90.0,10.27,58.99,30.74
module_0,90.0,10.44,65.12,24.44
module_0,90.0,10.58,67.97,21.45
module_0,90.0,10.9,69.64,19.45
module_0,90.0,9.89,34.22,55.89
module_0,90.0,10.27,50.16,39.56
module_0,90.0,10.52,66.08,23.4
module_0,90.0,10.9,70.63,18.47
module_0,90.0,11.1,73.81,15.1
module_0,90.0,11.34,75.01,13.64
module_0,90.0,10.14,49.84,40.03
module_0,90.0,10.52,63.32,26.16
module_0,90.0,11.04,73.01,15.95
module_0,90.0,11.32,75.53,13.15
module_0,90.0,11.78,77.04,11.18
module_0,90.0,12.22,78.36,9.42
module_0,90.0,10.93,68.71,20.36
module_0,90.0,11.04,73.78,15.18
module_0,90.0,11.37,77.01,11.62
module_0,90.0,11.84,78.49,9.67
module_0,90.0,12.68,80.38,6.93
module_0,90.0,13.32,81.4,5.29
module_0,90.0,14.82,81.89,3.29
module_0,90.0,17.26,80.6,2.14
module_0,90.0,21.04,77.92,1.04
module_0,90.0,23.59,76.0,0.41
module_0,90.0,26.96,72.85,0.19
module_0,90.0,33.21,66.79,0.0
module_0,90.0,37.64,62.36,0.0
module_0,90.0,41.51,58.49,0.0
module_0,90.0,9.7,37.78,52.52
module_0,90.0,9.78,60.44,29.78
module_0,90.0,9.84,50.3,39.86
module_0,90.0,9.7,37.29,53.01
module_0,90.0,9.62,27.95,62.44
module_0,90.0,9.7,32.71,57.59
module_0,90.0,9.67,28.49,61.84
module_0,90.0,9.62,25.89,64.49
module_0,90.0,9.62,23.81,66.58
module_0,90.0,9.62,23.73,66.66
module_0,90.0,9.62,24.44,65.95
module_0,90.0,9.7,38.63,51.67
module_0,90.0,11.23,76.68,12.08
module_0,90.0,11.18,76.88,11.95
module_0,90.0,11.07,72.79,16.14
module_0,90.0,9.62,26.16,64.22
module_0,90.0,9.62,27.01,63.37
module_0,90.0,9.64,28.52,61.84
module_0,90.0,9.7,31.15,59.15
module_0,90.0,9.64,28.63,61.73
module_0,90.0,9.7,34.85,55.45
module_0,90.0,9.7,32.63,57.67
module_0,90.0,9.89,43.97,46.14
module_0,90.0,9.7,34.66,55.64
module_0,90.0,9.64,29.37,60.99
module_0,90.0,10.14,56.77,33.1
module_0,90.0,10.58,66.41,23.01
module_0,90.0,11.04,71.59,17.37
module_0,90.0,11.64,76.93,11.42
module_0,90.0,12.63,80.77,6.6
module_0,90.0,13.1,81.48,5.42
module_0,90.0,11.18,76.96,11.86
module_0,90.0,11.37,77.78,10.85
module_0,90.0,11.81,79.01,9.18
module_0,90.0,13.12,81.29,5.59
module_0,90.0,17.78,79.67,2.55
module_0,90.0,19.18,78.88,1.95
module_0,90.0,14.79,81.51,3.7
module_0,90.0,12.41,81.29,6.3
module_0,90.0,26.52,73.48,0.0
module_0,90.0,37.01,62.99,0.0
module_0,90.0,37.92,62.08,0.0
module_0,90.0,30.77,69.23,0.0
module_0,90.0,45.62,54.38,0.0
module_0,90.0,50.93,49.07,0.0
module_0,90.0,15.34,82.14,2.52
module_0,90.0,20.38,78.6,1.01
module_0,90.0,23.45,76.16,0.38
module_0,90.0,17.07,81.18,1.75
module_0,90.0,15.78,82.08,2.14
module_0,90.0,28.33,71.45,0.22
module_0,90.0,31.21,68.71,0.08
module_0,90.0,46.71,53.29,0.0
