19 Mar 08:00,19 Mar 09:00,19 Mar 10:00,19 Mar 11:00,19 Mar 12:00,19 Mar 13:00,19 Mar 14:00,19 Mar 15:00,19 Mar 16:00,19 Mar 17:00,19 Mar 18:00,19 Mar 19:00,19 Mar 20:00,19 Mar 21:00,19 Mar 22:00,20 Mar 08:00,20 Mar 09:00,20 Mar 10:00,20 Mar 11:00,20 Mar 12:00,20 Mar 13:00,20 Mar 14:00,20 Mar 15:00,20 Mar 16:00,20 Mar 17:00,20 Mar 18:00,20 Mar 19:00,20 Mar 20:00,20 Mar 21:00,20 Mar 22:00,21 Mar 08:00,21 Mar 09:00,21 Mar 10:00,21 Mar 11:00,21 Mar 12:00,21 Mar 13:00,21 Mar 14:00,21 Mar 15:00,21 Mar 16:00,21 Mar 17:00,21 Mar 18:00,21 Mar 19:00,21 Mar 20:00,21 Mar 21:00,21 Mar 22:00,22 Mar 08:00,22 Mar 09:00,22 Mar 10:00,22 Mar 11:00,22 Mar 12:00,22 Mar 13:00,22 Mar 14:00,22 Mar 15:00,22 Mar 16:00,22 Mar 17:00,22 Mar 18:00,22 Mar 19:00,22 Mar 20:00,22 Mar 21:00,22 Mar 22:00,23 Mar 08:00,23 Mar 09:00,23 Mar 10:00,23 Mar 11:00,23 Mar 12:00,23 Mar 13:00,23 Mar 14:00,23 Mar 15:00,23 Mar 16:00,23 Mar 17:00,23 Mar 18:00,23 Mar 19:00,23 Mar 20:00,23 Mar 21:00,23 Mar 22:00,24 Mar 08:00,24 Mar 09:00,24 Mar 10:00,24 Mar 11:00,24 Mar 12:00,24 Mar 13:00,24 Mar 14:00,24 Mar 15:00,24 Mar 16:00,24 Mar 17:00,24 Mar 18:00,24 Mar 19:00,24 Mar 20:00,24 Mar 21:00,24 Mar 22:00,25 Mar 08:00,25 Mar 09:00,25 Mar 10:00,25 Mar 11:00,25 Mar 12:00,25 Mar 13:00,25 Mar 14:00,25 Mar 15:00,25 Mar 16:00,25 Mar 17:00,25 Mar 18:00,25 Mar 19:00,25 Mar 20:00,25 Mar 21:00,25 Mar 22:00
31.540224,39.520045,42.271248,42.243168,41.52503,41.322302,41.081098,41.129898,39.497638,33.541922,10.177109,7.729707,6.436858,5.51382,5.000319,28.89803,36.416157,38.932423,37.719848,34.195765,34.280843,32.594692,30.21238,28.317922,23.830001,11.665702,7.537075,6.595683,5.198675,4.673022,30.614278,37.836362,40.630635,41.982299,41.579963,39.425731,41.091447,40.961009,39.534553,33.853191,11.537907,8.909529,8.6903,8.347309,8.141514,33.797134,40.972441,44.561905,45.309382,45.00628,43.864907,43.949521,43.216466,41.081591,34.903687,12.452716,11.05026,9.719275,8.072915,6.426556,31.24314,36.286602,40.552087,40.698885,37.990458,36.953995,40.107629,40.057694,32.903975,22.192963,14.024214,13.23432,12.753571,12.363032,13.402184,30.745836,36.158149,41.825996,45.530722,44.190403,40.953376,40.334366,37.694632,38.244234,32.794437,12.608405,10.463074,9.650482,9.581883,10.092465,33.99019,42.243299,46.40919,46.681378,43.2732,42.646424,41.344073,40.697945,38.815361,35.721972,12.380902,10.463074,10.229661,10.017368,10.017368
31.866584,39.52692,41.993503,41.747459,40.914464,40.680786,40.509409,40.742542,39.434842,33.917608,11.045733,8.778232,7.426664,6.492526,5.995394,29.093096,36.277075,38.432291,36.841162,32.904612,32.837592,30.996235,28.916878,27.317627,23.522948,11.944668,8.195142,7.274142,5.992079,5.513392,30.755197,37.628407,40.165653,41.36241,40.854139,38.57937,40.422683,40.473973,39.383515,34.154514,12.325653,9.831166,9.585866,9.220231,9.000849,33.945654,40.775869,44.15389,44.722672,44.330692,43.110414,43.290314,42.739683,40.879173,35.164664,13.223904,12.081399,10.682772,8.927722,7.172673,31.147348,35.620077,39.198779,38.838382,35.933878,34.998696,38.36533,38.753829,32.128468,22.078989,14.381273,13.618766,13.019864,12.700071,13.589355,30.521804,35.509317,40.968389,44.340352,42.95706,39.441133,38.792701,36.628121,37.449723,32.512554,12.982166,11.146236,10.421992,10.348865,10.771388,33.766056,41.577867,45.717991,45.816824,42.154489,41.490711,40.303739,39.839736,38.261855,35.767837,12.801895,11.146236,10.917642,10.721544,10.721544
32.261954,39.535249,41.657027,41.14693,40.174789,39.903619,39.816834,40.273278,39.358767,15.025874,12.098033,10.048474,8.62577,7.678186,7.200884,29.32941,36.108582,37.826402,35.776672,31.340438,31.089156,29.059776,27.347434,26.105814,14.150021,12.282622,8.992362,8.096065,6.953253,6.531463,30.925915,37.376478,39.602348,40.611442,39.974836,37.554042,39.612505,39.883951,39.200538,15.977039,13.279972,10.947688,10.670805,10.277737,10.041897,34.125578,40.53773,43.659597,44.011898,43.512247,42.196377,42.491714,42.16208,40.633952,16.767569,14.158164,13.330579,11.850007,9.963284,8.07656,31.031301,34.812612,37.559305,36.584464,33.442422,32.629937,36.25461,37.174254,31.188976,17.63823,14.813834,14.084505,13.342466,13.108379,13.816106,30.250399,34.723286,39.929437,42.89827,41.462919,37.609116,36.92504,35.336089,36.487208,16.531154,13.434961,11.973856,11.356642,11.278029,11.593873,33.494526,40.771725,44.880635,44.769454,40.79922,40.090615,39.043421,38.800055,37.591307,18.783409,13.311911,11.973856,11.7511,11.574621,11.574621
30.74284,39.503248,42.949852,43.454317,43.016807,42.889695,42.477885,42.076311,39.651066,32.624023,16.348464,5.16788,4.018499,3.122579,2.569084,28.421432,36.755973,40.154381,39.866714,37.350395,37.807091,36.500148,33.377637,30.761909,24.580215,15.930544,5.929241,4.938027,3.260178,2.619775,30.269973,38.344453,41.766711,43.496854,43.353343,41.493616,42.725417,42.150967,39.90358,33.116977,17.57215,6.657724,6.502193,6.214527,6.041927,33.434261,41.452719,45.558795,46.742872,46.656921,45.708338,45.560138,44.381377,41.576152,34.266051,18.638987,8.530913,7.365193,5.984393,4.603594,31.477184,37.915099,43.85858,45.24459,43.015231,41.731314,44.364532,43.243385,34.798745,22.471433,13.818221,12.295017,12.102946,11.539557,12.944873,31.293207,37.743417,43.921358,48.439115,47.20379,44.648191,44.101067,40.300405,40.185437,33.483151,18.13706,8.793927,7.765476,7.707943,8.433674,34.537811,43.869127,48.097972,48.793716,46.00651,45.470141,43.885886,42.794777,40.167725,35.609912,18.867797,8.793927,8.548741,8.296879,8.296879
30.842753,39.505352,42.864822,43.302559,42.829886,42.693299,42.302866,41.957724,39.631842,32.739036,16.614388,5.488879,4.321522,3.422204,2.87372,28.481151,36.713394,40.001268,39.59771,36.955117,37.365249,36.010791,32.981027,30.455675,24.486212,16.015948,6.130704,5.145733,3.503074,2.877049,30.313115,38.280788,41.624359,43.307079,43.131137,41.234508,42.520679,42.001864,39.857341,33.209225,17.813314,6.939878,6.776365,6.481766,6.305007,33.47973,41.39254,45.433884,46.563254,46.450094,45.477354,45.358327,44.235412,41.514183,34.345947,18.875082,8.846589,7.660162,6.246087,4.832013,31.447858,37.711047,43.444274,44.675009,42.385622,41.132711,43.831138,42.844215,34.561328,22.436541,13.927533,12.412712,12.18447,11.642739,13.002175,31.224621,37.544781,43.658807,48.07469,46.82621,44.185227,43.629096,39.973899,39.942202,33.396854,18.251484,9.003073,8.001669,7.94275,8.641522,34.469194,43.665409,47.886366,48.529038,45.664024,45.116326,43.567395,42.532042,39.998272,35.623953,18.996681,9.003073,8.759362,8.512458,8.512458
31.026956,39.509233,42.708059,43.022773,42.485273,42.331218,41.980196,41.739095,39.596398,32.951079,17.104653,6.080683,4.880183,3.974601,3.435357,28.591249,36.634893,39.718985,39.101765,36.22637,36.550655,35.108596,32.249825,29.891093,24.312907,16.1734,6.502128,5.528666,3.950883,3.351367,30.392652,38.163415,41.361916,42.957203,42.721471,40.756809,42.143218,41.726973,39.772092,33.379297,18.25793,7.460064,7.281837,6.974457,6.79003,33.563556,41.281591,45.203593,46.232105,46.068782,45.051506,44.98626,43.966308,41.399935,34.493247,19.310352,9.42858,8.203975,6.728554,5.253133,31.393791,37.33485,42.680445,43.624912,41.224856,40.02911,42.847757,42.108293,34.12362,22.372212,14.129063,12.6297,12.33477,11.832969,13.107817,31.098174,37.178571,43.17476,47.402826,46.130091,43.331693,42.758955,39.371943,39.493768,33.237755,18.462441,9.38866,8.437122,8.375646,9.024717,34.342689,43.289829,47.496242,48.04107,45.032606,44.464023,42.980214,42.047655,39.685865,35.64984,19.234297,9.38866,9.147669,8.909906,8.909906
31.09804,39.51073,42.647563,42.914802,42.352285,42.191488,41.855676,41.654725,39.582721,33.032907,17.293849,6.309064,5.095774,4.187774,3.652095,28.633736,36.6046,39.610051,38.910378,35.945143,36.236299,34.760435,31.967651,29.673218,24.246027,16.234162,6.645462,5.676442,4.123696,3.534409,30.423346,38.11812,41.260638,42.822185,42.563378,40.572462,41.997554,41.620891,39.739194,33.444929,18.429509,7.660807,7.476901,7.164589,6.977203,33.595906,41.238776,45.114723,46.104314,45.921631,44.887169,44.842677,43.862459,41.355847,34.55009,19.478326,9.653174,8.413835,6.91474,5.415645,31.372927,37.189673,42.38568,43.219673,40.776911,39.603224,42.468265,41.824296,33.954706,22.347387,14.206834,12.713436,12.392771,11.90638,13.148585,31.049377,37.037248,42.987964,47.143551,45.861455,43.00231,42.423164,39.139645,39.320715,33.176358,18.54385,9.537461,8.605165,8.542703,9.172594,34.29387,43.144891,47.345692,47.85276,44.788938,44.212296,42.753618,41.860728,39.565305,35.65983,19.325994,9.537461,9.297519,9.063283,9.063283
31.345776,39.515949,42.43673,42.538515,41.888811,41.704521,41.421714,41.360687,39.535053,33.318086,9.659576,7.104988,5.847124,4.930699,4.407445,28.781809,36.499024,39.230406,38.243377,34.965043,35.140743,33.547065,30.98425,28.913905,24.012946,11.499492,7.144993,6.191452,4.725959,4.172324,30.530317,37.960264,40.907675,42.351634,42.012414,39.929999,41.489902,41.251188,39.624543,33.67366,11.068562,8.360411,8.156715,7.827215,7.629515,33.708645,41.08956,44.805004,45.658948,45.4088,44.314441,44.342281,43.500538,41.202193,34.748195,11.993236,10.4359,9.145215,7.563615,5.982014,31.300213,36.683722,41.358398,41.807387,39.215784,38.118978,41.145705,40.834547,33.366028,22.26087,13.811475,13.005265,12.594911,12.162222,13.290665,30.879317,36.544727,42.336965,46.239954,44.925238,41.854382,41.252903,38.330068,38.71761,32.962384,12.385715,10.056041,9.19081,9.12491,9.687957,34.123731,42.639769,46.821011,47.196487,43.939737,43.335007,41.963912,41.209272,39.145145,35.694646,12.13007,10.056041,9.819757,9.597815,9.597815
31.492464,39.519039,42.311893,42.315711,41.614382,41.416182,41.16476,41.186584,39.506828,33.486944,10.049992,7.576263,6.292008,5.370594,4.854698,28.869484,36.436511,39.005614,37.848437,34.384715,34.492052,32.828614,30.401966,28.464307,23.874936,11.624878,7.440772,6.496396,5.082567,4.550041,30.593655,37.866795,40.698682,42.073015,41.686181,39.549589,41.189316,41.032283,39.556656,33.809094,11.422627,8.774655,8.559241,8.219563,8.015757,33.775399,41.001208,44.621615,45.395242,45.105147,43.975322,44.04599,43.28624,41.111213,34.865495,12.339859,10.899361,9.578274,7.947821,6.317368,31.257158,36.384142,40.750133,40.971155,38.291422,37.240138,40.362601,40.248505,33.017464,22.209642,13.971961,13.17806,12.714601,12.313709,13.374792,30.778622,36.2531,41.9515,45.704923,44.370893,41.174681,40.559977,37.850708,38.360505,32.835688,12.553708,10.363099,9.537577,9.469642,9.993109,34.022991,42.34068,46.510341,46.807899,43.436915,42.815554,41.496318,40.823537,38.896363,35.71526,12.319293,10.363099,10.128981,9.914317,9.914317
31.866584,39.52692,41.993503,41.747459,40.914464,40.680786,40.509409,40.742542,39.434842,33.917608,11.045733,8.778232,7.426664,6.492526,5.995394,29.093096,36.277075,38.432291,36.841162,32.904612,32.837592,30.996235,28.916878,27.317627,23.522948,11.944668,8.195142,7.274142,5.992079,5.513392,30.755197,37.628407,40.165653,41.36241,40.854139,38.57937,40.422683,40.473973,39.383515,34.154514,12.325653,9.831166,9.585866,9.220231,9.000849,33.945654,40.775869,44.15389,44.722672,44.330692,43.110414,43.290314,42.739683,40.879173,35.164664,13.223904,12.081399,10.682772,8.927722,7.172673,31.147348,35.620077,39.198779,38.838382,35.933878,34.998696,38.36533,38.753829,32.128468,22.078989,14.381273,13.618766,13.019864,12.700071,13.589355,30.521804,35.509317,40.968389,44.340352,42.95706,39.441133,38.792701,36.628121,37.449723,32.512554,12.982166,11.146236,10.421992,10.348865,10.771388,33.766056,41.577867,45.717991,45.816824,42.154489,41.490711,40.303739,39.839736,38.261855,35.767837,12.801895,11.146236,10.917642,10.721544,10.721544
32.214194,39.534243,41.697673,41.219473,40.264141,39.997499,39.900496,40.329965,39.367957,34.317755,11.970917,9.895031,8.48092,7.53496,7.055263,29.300863,36.128936,37.899593,35.905261,31.529388,31.300365,29.293697,27.53702,26.252199,23.195901,12.241797,8.896059,7.996778,6.837144,6.408481,30.905293,37.406911,39.670394,40.702158,40.081054,37.6779,39.710373,39.955225,39.222641,34.475458,13.164692,10.812814,10.539746,10.149992,9.91614,34.103844,40.566497,43.719307,44.097759,43.611114,42.306792,42.588184,42.231853,40.663575,16.729378,14.045307,13.17968,11.709007,9.838189,7.967372,31.045319,34.910153,37.757351,36.856734,33.743387,32.916079,36.509582,37.365064,31.302466,17.65491,14.761581,14.028244,13.303496,13.059056,13.788714,30.283184,34.818238,40.054941,43.072472,41.643409,37.830421,37.150651,35.492164,36.603479,16.572405,13.380264,11.873881,11.243738,11.165787,11.494518,33.527327,40.869106,44.981786,44.895975,40.962934,40.259744,39.195666,38.925647,37.672308,18.776697,13.250302,11.873881,11.650419,11.471571,11.471571
30.770021,39.50382,42.92672,43.413031,42.965955,42.836265,42.430271,42.04405,39.645836,32.655312,16.420809,5.255208,4.100936,3.204092,2.65196,28.437679,36.744389,40.112726,39.793532,37.242859,37.686888,36.367018,33.269739,30.678598,24.554641,15.953778,5.984049,4.994533,3.326258,2.689767,30.28171,38.327133,41.727984,43.445225,43.292892,41.423125,42.669718,42.110403,39.891001,33.142073,17.637759,6.734484,6.576782,6.287229,6.113498,33.446631,41.436347,45.524813,46.694007,46.600654,45.645498,45.505236,44.341667,41.559294,34.287787,18.703217,8.616792,7.445439,6.055587,4.665735,31.469205,37.859586,43.745868,45.089636,42.843946,41.568464,44.219423,43.134791,34.734155,22.461941,13.847959,12.327036,12.125124,11.567628,12.960462,31.274549,37.689378,43.849931,48.339973,47.101069,44.522242,43.972667,40.211579,40.119265,33.459674,18.168189,8.850825,7.829733,7.771822,8.490219,34.519144,43.813706,48.040404,48.72171,45.913337,45.373886,43.799241,42.7233,40.121625,35.613732,18.90286,8.850825,8.60604,8.355527,8.355527
30.869934,39.505925,42.84169,43.261273,42.779034,42.639869,42.255252,41.925463,39.626612,32.770326,16.686733,5.576207,4.403959,3.503717,2.956596,28.497397,36.70181,39.959614,39.524527,36.847581,37.245046,35.877661,32.87313,30.372364,24.460639,16.039182,6.185512,5.202239,3.569154,2.94704,30.324852,38.263469,41.585633,43.25545,43.070686,41.164018,42.46498,41.9613,39.844761,33.234321,17.878922,7.016637,6.850954,6.554469,6.376578,33.492099,41.376168,45.399902,46.514389,46.393827,45.414515,45.303424,44.195703,41.497325,34.367683,18.939311,8.932469,7.740408,6.317281,4.894154,31.439879,37.655534,43.331562,44.520054,42.214337,40.969862,43.686028,42.73562,34.496739,22.427048,13.957271,12.444732,12.206648,11.67081,13.017763,31.205962,37.490743,43.58738,47.975549,46.723489,44.059278,43.500696,39.885073,39.87603,33.373377,18.282613,9.059971,8.065926,8.006629,8.698067,34.450526,43.609988,47.828798,48.457032,45.570851,45.020071,43.480749,42.460564,39.952173,35.627773,19.031744,9.059971,8.816661,8.571106,8.571106
30.950923,39.507631,42.772766,43.138259,42.627518,42.480673,42.113384,41.829338,39.611028,32.863555,16.902288,5.836406,4.649586,3.74659,3.203531,28.545804,36.667296,39.835503,39.306475,36.527173,36.886893,35.480993,32.551642,30.124134,24.384442,16.108409,6.348816,5.370603,3.766042,3.155584,30.359822,38.211863,41.470244,43.101621,42.890568,40.953987,42.299022,41.840439,39.80728,33.309097,18.074407,7.245348,7.073194,6.77109,6.589828,33.528955,41.327387,45.29865,46.368793,46.226175,45.227282,45.139837,44.077386,41.447093,34.432446,19.130687,9.188353,7.979506,6.529407,5.079308,31.416108,37.490132,42.995729,44.058358,41.703983,40.484641,43.253665,42.412057,34.304292,22.398765,14.045878,12.540134,12.272731,11.754449,13.064211,31.150367,37.329731,43.374559,47.68015,46.417426,43.684004,43.118121,39.620411,39.678867,33.303426,18.375365,9.229502,8.257381,8.19696,8.866547,34.394906,43.444857,47.657273,48.242487,45.293235,44.733273,43.222583,42.247594,39.814816,35.639155,19.136217,9.229502,8.987388,8.745852,8.745852
31.05028,39.509724,42.688209,42.987345,42.441636,42.285369,41.939338,41.711411,39.591911,32.977929,17.166733,6.15562,4.950924,4.044548,3.506473,28.60519,36.624953,39.683242,39.038967,36.134093,36.447508,34.994357,32.157237,29.819603,24.290962,16.193337,6.549159,5.577154,4.007587,3.411427,30.402724,38.148553,41.328684,42.912901,42.669597,40.69632,42.095422,41.692165,39.761298,33.400832,18.314229,7.525932,7.345842,7.036844,6.851445,33.574171,41.267543,45.174433,46.190174,46.020498,44.997583,44.939147,43.932233,41.385469,34.511899,19.365468,9.502275,8.272835,6.789646,5.306457,31.386945,37.287214,42.583726,43.491944,41.077875,39.889367,42.723237,42.015107,34.068195,22.364066,14.154581,12.657176,12.353801,11.857057,13.121194,31.082163,37.1322,43.113468,47.317752,46.041946,43.223615,42.648774,39.29572,39.436985,33.217609,18.489153,9.437485,8.492261,8.430461,9.073239,34.32667,43.242271,47.446843,47.979281,44.952653,44.381426,42.905862,41.98632,39.646306,35.653118,19.264385,9.437485,9.196838,8.960232,8.960232
31.321896,39.515446,42.457053,42.574787,41.933486,41.751462,41.463545,41.389031,39.539648,33.290597,9.596018,7.028266,5.774699,4.859086,4.334635,28.767535,36.509201,39.267001,38.307671,35.059518,35.246348,33.664025,31.079043,28.987098,24.035413,11.47908,7.096842,6.141809,4.667905,4.110833,30.520005,37.97548,40.941698,42.396992,42.065523,39.991928,41.538837,41.286825,39.635594,33.651612,11.010922,8.292974,8.091185,7.763342,7.566636,33.697778,41.103943,44.834858,45.701879,45.458233,44.369648,44.390516,43.535425,41.217004,34.729099,11.936808,10.36045,9.074715,7.501068,5.92742,31.307222,36.732492,41.457421,41.943522,39.366266,38.262049,41.273191,40.929952,33.422772,22.26921,13.785349,12.977134,12.575426,12.137561,13.27697,30.895709,36.592203,42.399717,46.327055,45.015483,41.965035,41.365708,38.408106,38.775745,32.98301,12.358366,10.006053,9.134358,9.068789,9.638279,34.140132,42.688459,46.871587,47.259747,44.021594,43.419572,42.040034,41.272068,39.185645,35.69129,12.099266,10.006053,9.769417,9.546289,9.546289
31.515788,39.51953,42.292043,42.280283,41.570745,41.370334,41.123902,41.1589,39.50234,33.513793,10.112072,7.6512,6.362748,5.440541,4.925814,28.883425,36.426571,38.96987,37.785639,34.292438,34.388904,32.714374,30.309378,28.392817,23.852991,11.644815,7.487803,6.544885,5.139271,4.610101,30.603726,37.851933,40.66545,42.028713,41.634308,39.489101,41.14152,40.997475,39.545862,33.83063,11.478926,8.840523,8.623246,8.28195,8.077172,33.786014,40.987159,44.592454,45.353311,45.056863,43.921399,43.998878,43.252165,41.096747,34.884147,12.394975,10.973056,9.647134,8.008913,6.370692,31.250312,36.336507,40.653414,40.838187,38.144441,37.100395,40.238081,40.155319,32.96204,22.201497,13.997479,13.205535,12.733632,12.337797,13.388169,30.76261,36.206729,41.890208,45.619849,44.282748,41.066603,40.449796,37.774485,38.303722,32.815542,12.58042,10.411923,9.592716,9.524457,10.041631,34.006972,42.293122,46.460942,46.74611,43.356962,42.732956,41.421966,40.762201,38.856804,35.718538,12.349381,10.411923,10.17815,9.964644,9.964644
31.842148,39.526405,42.014298,41.784574,40.960179,40.728819,40.552213,40.771545,39.439544,33.889479,10.980696,8.699726,7.352554,6.419247,5.92089,29.078491,36.287488,38.469738,36.906952,33.001285,32.945653,31.115917,29.013876,27.392522,23.545938,11.92378,8.145871,7.223344,5.932674,5.450471,30.744646,37.643977,40.200468,41.408824,40.908484,38.64274,40.472756,40.510439,39.394823,34.131953,12.266672,9.76216,9.518812,9.154872,8.936508,33.934533,40.790587,44.184439,44.766601,44.381275,43.166905,43.339671,42.775381,40.894329,35.145124,13.166163,12.004194,10.610632,8.86372,7.116808,31.15452,35.669982,39.300105,38.977684,36.087861,35.145096,38.495781,38.851454,32.186533,22.087522,14.354538,13.589981,12.999925,12.674836,13.575341,30.538578,35.557897,41.032601,44.429479,43.049404,39.554359,38.90813,36.707974,37.509211,32.53366,12.954181,11.095085,10.364226,10.291438,10.720554,33.782837,41.62769,45.769744,45.881556,42.238251,41.577243,40.381633,39.903993,38.303298,35.764403,12.770374,11.095085,10.86613,10.66882,10.66882
32.237519,39.534734,41.677823,41.184045,40.220505,39.951651,39.859638,40.302281,39.363469,34.344605,12.032996,9.969968,8.55166,7.604907,7.12638,29.314804,36.118996,37.863849,35.842462,31.437111,31.197217,29.179458,27.444432,26.180709,23.173956,12.261735,8.94309,8.045267,6.893848,6.468541,30.915364,37.392049,39.637163,40.657855,40.029181,37.617412,39.662578,39.920417,39.211847,34.496993,13.220991,10.878682,10.603751,10.212379,9.977556,34.114458,40.552448,43.690147,44.055827,43.56283,42.252869,42.541071,42.197778,40.649108,35.461286,14.100423,13.253374,11.777867,9.899281,8.020696,31.038473,34.862517,37.660632,36.723766,33.596405,32.776336,36.385062,37.271879,31.247041,21.949447,14.7871,14.05572,13.322527,13.083143,13.802091,30.267173,34.771867,39.993648,42.987398,41.555263,37.722343,37.04047,35.415942,36.546696,16.552259,13.406976,11.922706,11.298877,11.220603,11.54304,33.511308,40.821549,44.932387,44.834186,40.882981,40.177147,39.121314,38.864311,37.63275,18.779975,13.28039,11.922706,11.699589,11.521897,11.521897
30.74505,39.503294,42.947972,43.45096,43.012673,42.885351,42.474014,42.073688,39.650641,32.626566,16.354346,5.17498,4.025201,3.129206,2.575822,28.422753,36.755031,40.150994,39.860765,37.341652,37.797319,36.489325,33.368865,30.755136,24.578136,15.932433,5.933697,4.942621,3.265551,2.625466,30.270928,38.343045,41.763562,43.492656,43.348429,41.487885,42.720889,42.147669,39.902558,33.119017,17.577484,6.663965,6.508257,6.220437,6.047746,33.435267,41.451388,45.556032,46.738899,46.652347,45.703229,45.555675,44.378148,41.574782,34.267818,18.644209,8.537895,7.371717,5.990182,4.608646,31.476535,37.910586,43.849417,45.231992,43.001306,41.718074,44.352735,43.234556,34.793493,22.470662,13.820639,12.29762,12.104749,11.541839,12.94614,31.29169,37.739024,43.915551,48.431054,47.195439,44.637951,44.090628,40.293183,40.180057,33.481242,18.13959,8.798553,7.7707,7.713136,8.438271,34.536293,43.864622,48.093292,48.787862,45.998935,45.462315,43.878842,42.788966,40.163977,35.610223,18.870647,8.798553,8.553399,8.301647,8.301647
30.842198,39.505341,42.865295,43.303403,42.830926,42.694391,42.303839,41.958384,39.631949,32.738397,16.61291,5.487094,4.319837,3.420538,2.872026,28.480819,36.713631,40.002119,39.599206,36.957314,37.367706,36.013512,32.983233,30.457378,24.486735,16.015473,6.129584,5.144578,3.501723,2.875619,30.312875,38.281142,41.625151,43.308134,43.132373,41.235949,42.521817,42.002693,39.857598,33.208712,17.811973,6.938309,6.774841,6.48028,6.303544,33.479477,41.392874,45.434578,46.564253,46.451244,45.478638,45.359449,44.236224,41.514528,34.345503,18.873769,8.844834,7.658522,6.244632,4.830743,31.448021,37.712181,43.446577,44.678176,42.389123,41.13604,43.834104,42.846434,34.562648,22.436735,13.926925,12.412058,12.184016,11.642166,13.001856,31.225003,37.545886,43.660267,48.076717,46.828309,44.187801,43.63172,39.975714,39.943555,33.397334,18.250848,9.00191,8.000356,7.941444,8.640366,34.469575,43.666542,47.887542,48.530509,45.665928,45.118294,43.569166,42.533502,39.999214,35.623875,18.995965,9.00191,8.758191,8.511259,8.511259
30.947066,39.50755,42.776048,43.144117,42.634733,42.488254,42.12014,41.833916,39.61177,32.859115,16.892023,5.824015,4.637889,3.735024,3.191772,28.543499,36.668939,39.841413,39.316859,36.542431,36.903949,35.499883,32.566952,30.135955,24.38807,16.105112,6.341039,5.362586,3.756666,3.145653,30.358157,38.214321,41.475739,43.108946,42.899145,40.963989,42.306925,41.846195,39.809065,33.305536,18.065097,7.234456,7.062611,6.760775,6.579673,33.5272,41.32971,45.303472,46.375726,46.234159,45.236198,45.147627,44.08302,41.449485,34.429362,19.121573,9.176168,7.96812,6.519306,5.070491,31.41724,37.498008,43.011722,44.080344,41.728287,40.507748,43.274255,42.427466,34.313456,22.400112,14.041658,12.535591,12.269584,11.750466,13.061999,31.153015,37.337398,43.384694,47.694217,46.432002,43.701875,43.13634,39.633014,39.688256,33.306757,18.370948,9.221429,8.248264,8.187896,8.858523,34.397555,43.45272,47.665441,48.252704,45.306455,44.746931,43.234877,42.257736,39.821357,35.638613,19.131242,9.221429,8.979258,8.737531,8.737531
30.997572,39.508614,42.733066,43.067404,42.540245,42.388976,42.031668,41.77397,39.602052,32.917254,17.026447,5.986279,4.791066,3.886484,3.345765,28.573686,36.647416,39.764015,39.180878,36.342619,36.680598,35.252513,32.366466,29.981154,24.340552,16.148284,6.442879,5.467581,3.879449,3.275704,30.379965,38.182138,41.403781,43.013015,42.78682,40.833011,42.20343,41.770823,39.785691,33.352167,18.187005,7.377084,7.201205,6.895864,6.712659,33.550184,41.29929,45.240329,46.28493,46.129608,45.119436,45.045612,44.009235,41.41816,34.46975,19.240919,9.335742,8.117226,6.651591,5.185956,31.402416,37.39486,42.80229,43.792422,41.41002,40.205155,43.004625,42.225686,34.193443,22.382474,14.096915,12.595086,12.310794,11.802624,13.090965,31.118345,37.236988,43.251975,47.510001,46.241135,43.467848,42.897759,39.467966,39.565302,33.263135,18.428789,9.327152,8.367659,8.306591,8.96359,34.362869,43.349741,47.558475,48.11891,45.133329,44.568078,43.07388,42.124924,39.7357,35.645711,19.196393,9.327152,9.085727,8.846505,8.846505
31.319313,39.515391,42.459252,42.578711,41.93832,41.75654,41.46807,41.392097,39.540145,33.287623,9.589142,7.019966,5.766864,4.851339,4.326758,28.765991,36.510302,39.27096,38.314627,35.069739,35.257772,33.676679,31.089298,28.995016,24.037844,16.423301,7.091633,6.136438,4.661625,4.104181,30.51889,37.977126,40.945379,42.401899,42.071269,39.998628,41.54413,41.290681,39.63679,33.649226,18.963602,8.285678,8.084096,7.756432,7.559834,33.696602,41.1055,44.838088,45.706523,45.463581,44.37562,44.395734,43.539199,41.218607,34.727033,20.001192,10.352288,9.067088,7.494301,5.921514,31.30798,36.737769,41.468134,41.958249,39.382546,38.277527,41.286983,40.940274,33.428911,22.270112,14.448921,12.974091,12.573318,12.134893,13.275488,30.897483,36.597339,42.406505,46.336478,45.025247,41.977006,41.377912,38.416548,38.782035,32.985241,18.797261,10.000645,9.12825,9.062718,9.632905,34.141906,42.693727,46.877058,47.266591,44.03045,43.428721,42.04827,41.278861,39.190027,35.690927,19.611429,10.000645,9.763971,9.540715,9.540715
