21 Mar 07:00,21 Mar 08:00,21 Mar 09:00,21 Mar 10:00,21 Mar 11:00,21 Mar 12:00,21 Mar 13:00,21 Mar 14:00,21 Mar 15:00,21 Mar 16:00,21 Mar 17:00,21 Mar 18:00,21 Jun 04:00,21 Jun 05:00,21 Jun 06:00,21 Jun 07:00,21 Jun 08:00,21 Jun 09:00,21 Jun 10:00,21 Jun 11:00,21 Jun 12:00,21 Jun 13:00,21 Jun 14:00,21 Jun 15:00,21 Jun 16:00,21 Jun 17:00,21 Jun 18:00,21 Jun 19:00,21 Jun 20:00,21 Jun 21:00,21 Sep 07:00,21 Sep 08:00,21 Sep 09:00,21 Sep 10:00,21 Sep 11:00,21 Sep 12:00,21 Sep 13:00,21 Sep 14:00,21 Sep 15:00,21 Sep 16:00,21 Sep 17:00,21 Sep 18:00,21 Dec 09:00,21 Dec 10:00,21 Dec 11:00,21 Dec 12:00,21 Dec 13:00,21 Dec 14:00,21 Dec 15:00
0.024964,0.13369,0.27457,0.384951,0.148671,0.026982,0.022045,0.019179,0.016994,0.015444,0.012373,0.007852,0,0.014961,0.054821,0.134208,0.182574,0.173242,0.097777,0.061955,0.052098,0.044697,0.037492,0.0321,0.024214,0.01897,0.016165,0.012533,0.006643,0.001483,0.036389,0.173428,0.274037,0.313797,0.06093,0.028556,0.021012,0.018581,0.01916,0.018358,0.012825,0.005181,0,0.014369,0.020732,0.019753,0.016316,0.012002,0.006842
0.026641,0.138454,0.282894,0.39801,0.466735,0.337102,0.035908,0.028538,0.023857,0.02098,0.016611,0.010327,0,0.017724,0.060869,0.145186,0.197629,0.21437,0.142988,0.08963,0.078221,0.06592,0.053552,0.04472,0.033408,0.025757,0.021744,0.016845,0.009111,0.002019,0.039081,0.178951,0.283592,0.329275,0.345333,0.15398,0.033413,0.027153,0.026646,0.02501,0.017384,0.006875,0,0.019063,0.037733,0.0401,0.024963,0.017399,0.009542
0.006576,0.086305,0.272995,0.393516,0.468864,0.49072,0.470495,0.311494,0.023482,0.017089,0.012315,0.007206,0,0.008117,0.019677,0.040282,0.106804,0.194666,0.195695,0.218207,0.236748,0.149559,0.06138,0.04069,0.026117,0.017752,0.014057,0.010661,0.006168,0.001421,0.010317,0.150768,0.274673,0.326498,0.350687,0.340589,0.303104,0.099327,0.024805,0.019878,0.012829,0.004793,0,0.015412,0.033808,0.029254,0.023863,0.016192,0.008021
0.005501,0.018158,0.234821,0.390713,0.467581,0.490528,0.470147,0.31068,0.022432,0.015909,0.011201,0.006356,0,0.006896,0.016255,0.032449,0.051079,0.162882,0.186862,0.212727,0.232576,0.146101,0.058485,0.038189,0.024267,0.016307,0.012851,0.009713,0.005524,0.001269,0.008661,0.039771,0.270538,0.323851,0.349447,0.340299,0.302634,0.098337,0.023477,0.018403,0.011711,0.004276,0,0.014949,0.033591,0.037925,0.02359,0.015625,0.007422
0.004379,0.014278,0.177453,0.384718,0.461818,0.484482,0.414707,0.255397,0.01784,0.012344,0.008395,0.004563,0,0.005347,0.01228,0.023623,0.036714,0.1341,0.165654,0.189776,0.153287,0.060775,0.040387,0.027801,0.01832,0.012714,0.010249,0.007725,0.003952,0.000901,0.006681,0.017265,0.230037,0.317359,0.342286,0.332752,0.248346,0.091998,0.018472,0.014178,0.00886,0.003155,0,0.014043,0.032222,0.042345,0.026621,0.013429,0.005613
0.005396,0.017841,0.233905,0.388563,0.463769,0.484781,0.41423,0.255469,0.018483,0.013333,0.009468,0.005498,0,0.006514,0.015773,0.032563,0.096315,0.181487,0.178904,0.197396,0.158421,0.064494,0.043235,0.030201,0.02005,0.014083,0.011397,0.008651,0.004629,0.001061,0.008322,0.039376,0.269318,0.321069,0.344267,0.332971,0.247957,0.092423,0.019472,0.015553,0.009986,0.003699,0,0.014505,0.032052,0.035308,0.020968,0.013602,0.006203
0.00436,0.013934,0.176713,0.384788,0.463901,0.488969,0.469694,0.309901,0.021236,0.014445,0.009715,0.005125,0,0.005617,0.012609,0.023368,0.033735,0.053124,0.140234,0.19871,0.22341,0.139788,0.053952,0.034596,0.021754,0.0144,0.011288,0.008461,0.004575,0.001044,0.00675,0.016788,0.229313,0.317902,0.345522,0.338699,0.302163,0.097223,0.021835,0.016405,0.010131,0.003545,0,0.014221,0.033174,0.044261,0.028672,0.015043,0.006537
0.007774,0.089532,0.27682,0.396788,0.471427,0.492786,0.472279,0.3131,0.024947,0.018457,0.013432,0.00794,0,0.009629,0.023945,0.049984,0.162376,0.204921,0.202711,0.22302,0.240834,0.153167,0.064478,0.043379,0.028155,0.019367,0.01544,0.01172,0.006696,0.001543,0.012044,0.154297,0.278518,0.329764,0.353416,0.342792,0.304821,0.100899,0.026459,0.021459,0.013928,0.005268,0,0.01675,0.035487,0.030864,0.02522,0.017208,0.008593
0.02515,0.134066,0.274207,0.336399,0.092764,0.026879,0.022825,0.020292,0.018176,0.016678,0.013566,0.008699,0,0.015561,0.056316,0.137344,0.186938,0.197528,0.107521,0.064221,0.055884,0.048974,0.041223,0.035157,0.026388,0.020394,0.017161,0.013292,0.007504,0.001682,0.036878,0.173748,0.273321,0.281129,0.059532,0.028884,0.021897,0.019824,0.020598,0.019908,0.014031,0.005701,0,0.014105,0.02063,0.020288,0.017032,0.012707,0.007595
0.015797,0.13183,0.276934,0.394474,0.465489,0.281639,0.186726,0.077872,0.021033,0.016762,0.012795,0.00792,0,0.010593,0.02676,0.05483,0.166943,0.206495,0.201357,0.218885,0.234011,0.145399,0.058348,0.039629,0.026106,0.018349,0.014787,0.011284,0.006566,0.001519,0.026753,0.172268,0.278134,0.326598,0.320198,0.188367,0.136928,0.027076,0.02285,0.019744,0.013236,0.005192,0,0.015332,0.027368,0.025685,0.020747,0.014479,0.007973
0.025635,0.135419,0.276797,0.341145,0.305008,0.072566,0.026686,0.0228,0.01995,0.01803,0.014509,0.009167,0,0.016236,0.057711,0.139594,0.189669,0.201248,0.112479,0.069826,0.061407,0.05356,0.044811,0.038084,0.028612,0.022132,0.018665,0.014454,0.008,0.001783,0.037564,0.17533,0.276356,0.286835,0.223276,0.035038,0.02531,0.022043,0.022493,0.021506,0.015072,0.006058,0,0.016312,0.031679,0.024374,0.019635,0.014205,0.00818
0.006767,0.086734,0.272639,0.39157,0.464977,0.484745,0.414283,0.25597,0.019236,0.014194,0.010235,0.006024,0,0.007663,0.019223,0.040502,0.131283,0.189846,0.184314,0.200623,0.160777,0.066499,0.045056,0.031903,0.021405,0.015211,0.012379,0.009391,0.004977,0.001141,0.010264,0.151133,0.273887,0.323763,0.34523,0.332888,0.248126,0.093041,0.0204,0.016559,0.010713,0.004042,0,0.015523,0.032434,0.026437,0.020981,0.013919,0.006524
0.015682,0.13175,0.277157,0.395355,0.467806,0.486755,0.189323,0.078967,0.02145,0.016886,0.012797,0.007869,0,0.00989,0.025215,0.05315,0.165921,0.206305,0.201997,0.220386,0.236108,0.147082,0.059271,0.040057,0.026289,0.018403,0.014802,0.011286,0.006562,0.001517,0.026638,0.172233,0.278478,0.327784,0.348843,0.297409,0.139038,0.027957,0.023239,0.019899,0.013283,0.005173,0,0.015705,0.028475,0.027211,0.0218,0.014967,0.008068
0.006797,0.086807,0.272324,0.39032,0.462471,0.481559,0.36202,0.024278,0.016792,0.013093,0.009804,0.006004,0,0.007726,0.019834,0.042892,0.153118,0.191821,0.184473,0.199392,0.158378,0.063082,0.041753,0.029673,0.0201,0.014506,0.011894,0.009072,0.004917,0.001131,0.010347,0.151172,0.273414,0.322199,0.342284,0.329255,0.176476,0.022093,0.018156,0.015493,0.010294,0.003986,0,0.014611,0.02614,0.02416,0.019017,0.012552,0.006222
0.014726,0.129152,0.273227,0.390323,0.461464,0.478769,0.131352,0.021842,0.015735,0.012616,0.009599,0.005957,0,0.00784,0.020349,0.044205,0.154866,0.192642,0.18431,0.198289,0.156186,0.06047,0.039868,0.028584,0.019539,0.014245,0.011739,0.008954,0.00484,0.001114,0.024948,0.169295,0.274099,0.321963,0.340768,0.287557,0.082362,0.020106,0.017183,0.014999,0.010068,0.00395,0,0.014505,0.025459,0.022808,0.017571,0.011682,0.005998
0.024118,0.1307,0.194215,0.059778,0.024718,0.020892,0.018746,0.017215,0.015724,0.014647,0.012068,0.00786,0,0.01433,0.05362,0.132595,0.180371,0.188258,0.096667,0.054899,0.048134,0.042606,0.036019,0.030746,0.023027,0.017704,0.014808,0.011468,0.006692,0.001512,0.035399,0.169635,0.137978,0.041594,0.027206,0.022957,0.018156,0.016981,0.017861,0.017427,0.012359,0.005096,0,0.009407,0.015032,0.016178,0.014114,0.010806,0.006721
0.032348,0.14389,0.195266,0.060101,0.024613,0.020568,0.01832,0.016771,0.015318,0.014209,0.011537,0.007388,0,0.024022,0.073623,0.134837,0.181569,0.187992,0.095497,0.053368,0.046091,0.040373,0.033995,0.028977,0.021728,0.016783,0.014113,0.010841,0.006004,0.001373,0.046718,0.174908,0.138801,0.041708,0.026841,0.02242,0.017723,0.01635,0.017164,0.016542,0.011577,0.004832,0,0.009633,0.014907,0.01564,0.013558,0.010314,0.006226
0.032721,0.144734,0.196397,0.061379,0.025989,0.022003,0.019787,0.018218,0.016675,0.01547,0.012555,0.00801,0,0.025073,0.075573,0.137612,0.184277,0.190922,0.0986,0.056407,0.049387,0.043708,0.037048,0.031709,0.023834,0.018431,0.015511,0.011956,0.006673,0.001515,0.047302,0.17583,0.140011,0.043106,0.028454,0.024061,0.019173,0.017777,0.018709,0.018081,0.012689,0.005248,0,0.010146,0.015924,0.016895,0.014733,0.01125,0.00682
0.02547,0.141866,0.278294,0.390821,0.251382,0.085446,0.02741,0.021733,0.017898,0.015631,0.012391,0.007895,0,0.022918,0.072326,0.135947,0.189664,0.210129,0.198075,0.208491,0.198605,0.065923,0.045145,0.034086,0.024083,0.017953,0.0149,0.011382,0.006264,0.00145,0.037204,0.179457,0.278458,0.321151,0.152866,0.038085,0.025613,0.020656,0.01981,0.018328,0.01261,0.005176,0,0.013576,0.021085,0.021111,0.017256,0.012409,0.00715
0.024731,0.139841,0.275313,0.387227,0.247341,0.081261,0.023508,0.018373,0.015079,0.013109,0.010257,0.006444,0,0.021255,0.06827,0.128378,0.180214,0.198742,0.183871,0.192115,0.145614,0.051711,0.03619,0.027944,0.020067,0.015229,0.012793,0.009735,0.004972,0.001144,0.035887,0.177175,0.275163,0.317062,0.147864,0.033162,0.021855,0.017345,0.016624,0.015278,0.010415,0.004272,0,0.012829,0.019238,0.018485,0.014857,0.010537,0.005774
0.023159,0.127658,0.189249,0.054321,0.019807,0.01665,0.014981,0.01384,0.012718,0.011824,0.00958,0.006159,0,0.012775,0.049801,0.124488,0.167088,0.093132,0.051821,0.039313,0.03538,0.032069,0.027706,0.02403,0.018175,0.014217,0.012063,0.009325,0.005062,0.001146,0.033675,0.166079,0.132505,0.035702,0.021498,0.018125,0.014523,0.013555,0.014326,0.013875,0.00973,0.004015,0,0.008352,0.012702,0.01314,0.011414,0.008704,0.00517
0.031514,0.140776,0.189252,0.023603,0.01932,0.016885,0.015616,0.014681,0.013635,0.012703,0.010202,0.00644,0,0.023476,0.071619,0.129239,0.170349,0.094938,0.052894,0.040283,0.036555,0.033412,0.029086,0.025372,0.019304,0.015145,0.012878,0.009928,0.005249,0.001188,0.045304,0.171134,0.113722,0.023739,0.021193,0.0185,0.015213,0.014284,0.015186,0.01466,0.010225,0.004231,0,0.007778,0.01249,0.013325,0.011809,0.009098,0.005371
0.031998,0.143027,0.19408,0.058761,0.023178,0.019078,0.016799,0.015273,0.01391,0.012869,0.010382,0.006637,0,0.023106,0.071749,0.131864,0.178471,0.184573,0.091798,0.049752,0.042143,0.036412,0.03047,0.025927,0.019449,0.015096,0.012755,0.009768,0.005214,0.0012,0.046103,0.173951,0.13752,0.040218,0.025105,0.020673,0.016217,0.014823,0.015518,0.014869,0.01034,0.004347,0,0.009216,0.013966,0.014351,0.01235,0.009339,0.005518
0.024894,0.14,0.274222,0.202272,0.089254,0.027611,0.022175,0.01842,0.015689,0.013999,0.011231,0.007252,0,0.022206,0.070736,0.133037,0.185533,0.203642,0.187552,0.185868,0.121225,0.054548,0.038845,0.030078,0.021512,0.016177,0.013467,0.010297,0.005685,0.001318,0.036321,0.1772,0.273501,0.1074,0.038543,0.029758,0.020961,0.01769,0.017475,0.016411,0.011364,0.004728,0,0.0107,0.017029,0.017628,0.014681,0.010767,0.006349
0.030466,0.13884,0.187212,0.021133,0.016077,0.013073,0.01147,0.010452,0.009592,0.008902,0.007111,0.004518,0,0.019729,0.064732,0.120318,0.1642,0.147183,0.054413,0.033429,0.027672,0.023845,0.020192,0.017433,0.013252,0.010466,0.008947,0.006802,0.00329,0.000758,0.043696,0.169149,0.111594,0.0209,0.01724,0.01405,0.011074,0.010116,0.010635,0.010112,0.006946,0.002972,0,0.006496,0.009822,0.009831,0.008455,0.006381,0.003575
0.028975,0.134332,0.104001,0.014231,0.010687,0.008717,0.007715,0.007105,0.006594,0.006126,0.004802,0.002944,0,0.016973,0.058462,0.108597,0.147152,0.060595,0.029201,0.020199,0.017093,0.015164,0.013217,0.011663,0.009038,0.007249,0.006258,0.004712,0.002032,0.000464,0.041415,0.163849,0.05234,0.013922,0.011316,0.00928,0.007464,0.006828,0.007228,0.006793,0.004589,0.001975,0,0.004719,0.006858,0.006624,0.005693,0.004289,0.00225
0.024731,0.139841,0.275313,0.387227,0.247341,0.081261,0.023508,0.018373,0.015079,0.013109,0.010257,0.006444,0,0.021255,0.06827,0.128378,0.180214,0.198742,0.183871,0.192115,0.145614,0.051711,0.03619,0.027944,0.020067,0.015229,0.012793,0.009735,0.004972,0.001144,0.035887,0.177175,0.275163,0.317062,0.147864,0.033162,0.021855,0.017345,0.016624,0.015278,0.010415,0.004272,0,0.012829,0.019238,0.018485,0.014857,0.010537,0.005774
0.023615,0.136116,0.267077,0.115792,0.024078,0.018536,0.015117,0.012941,0.011345,0.010272,0.008193,0.005247,0,0.019935,0.065271,0.122747,0.171906,0.185293,0.16097,0.093059,0.0448,0.033521,0.025759,0.021072,0.015571,0.012063,0.010215,0.007774,0.003914,0.000903,0.034182,0.172641,0.246915,0.054499,0.025923,0.019792,0.014371,0.012434,0.012619,0.011893,0.008178,0.00345,0,0.008365,0.01266,0.012608,0.01051,0.007736,0.004364
0.030439,0.139116,0.188195,0.02249,0.017146,0.013653,0.011664,0.010402,0.009406,0.008643,0.006857,0.004299,0,0.019111,0.063244,0.118214,0.163736,0.16999,0.07845,0.03786,0.029585,0.02427,0.019983,0.017028,0.012905,0.010174,0.008694,0.006582,0.003118,0.000717,0.043663,0.16957,0.112755,0.022322,0.018326,0.014576,0.0112,0.009999,0.010401,0.009805,0.006694,0.002859,0,0.007,0.010115,0.00991,0.008384,0.006249,0.00344
0.030765,0.139115,0.187049,0.021131,0.016673,0.014128,0.012798,0.011899,0.011025,0.010288,0.008268,0.00526,0,0.02127,0.067601,0.123617,0.164881,0.089152,0.04686,0.034444,0.030295,0.027128,0.023365,0.020276,0.015393,0.012088,0.010282,0.007867,0.004028,0.000925,0.044156,0.169321,0.111372,0.021042,0.018097,0.015357,0.012426,0.011572,0.012252,0.011757,0.008148,0.003445,0,0.006794,0.010559,0.010952,0.009587,0.007331,0.004257
0.023504,0.129342,0.192408,0.057734,0.022515,0.018584,0.016374,0.014863,0.013508,0.012591,0.010416,0.006886,0,0.012578,0.050499,0.128294,0.176199,0.183724,0.091837,0.05012,0.042905,0.037252,0.03105,0.026241,0.019479,0.014937,0.01248,0.009635,0.005631,0.001291,0.034463,0.168155,0.136049,0.039362,0.02463,0.020324,0.015807,0.014687,0.015369,0.014956,0.010582,0.004433,0,0.008586,0.013425,0.014202,0.012264,0.009333,0.005795
0.023305,0.12897,0.192052,0.05744,0.022158,0.018048,0.015654,0.014029,0.012652,0.011746,0.009696,0.006447,0,0.011915,0.049265,0.126737,0.175468,0.184262,0.094102,0.051666,0.042711,0.035812,0.029188,0.024375,0.017984,0.013789,0.01154,0.00889,0.005116,0.001184,0.034137,0.167775,0.135709,0.03906,0.024191,0.019667,0.015061,0.013816,0.014359,0.013907,0.009801,0.004141,0,0.00833,0.012896,0.01349,0.011559,0.008743,0.005378
0.022691,0.126212,0.186341,0.021168,0.01715,0.014832,0.013607,0.012718,0.011773,0.011014,0.008977,0.005842,0,0.012211,0.048632,0.122626,0.164815,0.090402,0.048902,0.036708,0.032989,0.029905,0.025812,0.022363,0.016867,0.013165,0.011145,0.008626,0.004748,0.00108,0.03303,0.164354,0.110906,0.021305,0.018872,0.016303,0.013236,0.012511,0.01327,0.012917,0.009088,0.003776,0,0.006736,0.010958,0.011777,0.010412,0.008027,0.004845
0.024011,0.13043,0.19384,0.059345,0.02425,0.020398,0.018234,0.016703,0.015233,0.014169,0.011646,0.007608,0,0.01411,0.053163,0.131849,0.179584,0.187306,0.095581,0.053782,0.046846,0.041234,0.034715,0.029539,0.022041,0.016959,0.014214,0.011007,0.006386,0.001451,0.035209,0.169336,0.137573,0.041113,0.026639,0.022376,0.017647,0.016449,0.017276,0.016821,0.011902,0.004923,0,0.009267,0.014717,0.015746,0.013708,0.010476,0.006481
0.023571,0.132301,0.275322,0.389429,0.252249,0.233146,0.030082,0.022659,0.017639,0.014908,0.011796,0.007591,0,0.010848,0.028646,0.114551,0.181826,0.205933,0.197076,0.211532,0.222861,0.125757,0.048841,0.034424,0.023322,0.016819,0.01371,0.010508,0.006171,0.001431,0.035066,0.172397,0.275802,0.320308,0.154972,0.132258,0.027864,0.021478,0.019533,0.017736,0.01218,0.004923,0,0.012666,0.020515,0.021232,0.01736,0.012358,0.007188
0.023005,0.130796,0.27348,0.388311,0.457465,0.272627,0.128345,0.02071,0.015491,0.012782,0.009886,0.00625,0,0.0094,0.025047,0.107743,0.173387,0.19605,0.185009,0.19725,0.154452,0.059244,0.039455,0.028681,0.019773,0.014538,0.01202,0.009184,0.004966,0.001145,0.033976,0.170739,0.273896,0.319353,0.310498,0.177649,0.079955,0.019293,0.017015,0.015156,0.010264,0.004103,0,0.012781,0.020507,0.020439,0.01624,0.01119,0.005993
0.022602,0.129618,0.271145,0.383785,0.244456,0.078672,0.021048,0.015998,0.012822,0.011054,0.008775,0.005695,0,0.008797,0.023758,0.105522,0.17056,0.191827,0.178374,0.187542,0.14126,0.047529,0.032308,0.024374,0.017175,0.012866,0.010719,0.008201,0.00446,0.00103,0.033353,0.169348,0.271104,0.313675,0.14484,0.030431,0.019446,0.015202,0.014321,0.013203,0.009085,0.003718,0,0.011344,0.017197,0.016549,0.013147,0.009244,0.00518
0.023232,0.130721,0.271239,0.200135,0.087599,0.026042,0.020569,0.016787,0.014093,0.012533,0.010192,0.006751,0,0.010691,0.036824,0.120451,0.179282,0.19913,0.183957,0.182847,0.118318,0.051713,0.036169,0.027585,0.019466,0.014498,0.011989,0.009208,0.005347,0.001243,0.034377,0.170382,0.270682,0.105363,0.036794,0.028071,0.019364,0.016227,0.015873,0.014969,0.01045,0.004348,0,0.010841,0.01651,0.016517,0.013601,0.009912,0.00596
0.022052,0.127185,0.264479,0.113647,0.022198,0.016775,0.013396,0.011248,0.009725,0.008804,0.00716,0.00475,0,0.008438,0.031414,0.110271,0.16582,0.180901,0.157412,0.09001,0.04185,0.03065,0.023062,0.018569,0.013523,0.010385,0.008737,0.006685,0.003576,0.000828,0.032373,0.166216,0.244406,0.052371,0.023937,0.017927,0.012676,0.010932,0.010998,0.010444,0.007263,0.003074,0,0.007415,0.011312,0.011302,0.009334,0.006841,0.003967
0.021844,0.124172,0.183546,0.018122,0.014082,0.011812,0.01064,0.009855,0.009115,0.008545,0.006967,0.004565,0,0.009979,0.044274,0.115603,0.156097,0.070615,0.039375,0.029007,0.025694,0.023079,0.019836,0.017154,0.012929,0.010117,0.00858,0.006597,0.003512,0.000808,0.031702,0.162093,0.107912,0.018003,0.015302,0.012875,0.010319,0.009707,0.010269,0.009948,0.006958,0.002942,0,0.00572,0.008942,0.009298,0.008121,0.006217,0.00368
0.022837,0.12745,0.189507,0.054365,0.019166,0.015455,0.013444,0.012146,0.01105,0.010279,0.008406,0.00553,0,0.011141,0.04731,0.122431,0.168201,0.152901,0.06102,0.039418,0.033512,0.029109,0.024465,0.020877,0.015623,0.012157,0.010276,0.007898,0.004293,0.000989,0.033255,0.165991,0.132843,0.035631,0.020647,0.016709,0.012953,0.011934,0.012496,0.012063,0.008446,0.00357,0,0.007832,0.011682,0.011831,0.010101,0.007623,0.004528
0.02176,0.123806,0.182975,0.017461,0.013385,0.011117,0.009959,0.009209,0.008521,0.007943,0.00637,0.004108,0,0.010061,0.043896,0.114199,0.154206,0.06838,0.036923,0.026732,0.023322,0.020843,0.017988,0.015657,0.01189,0.009401,0.008042,0.006157,0.00304,0.000699,0.031436,0.161666,0.107272,0.017241,0.014416,0.012023,0.009654,0.008976,0.009493,0.009113,0.006301,0.002667,0,0.00563,0.008588,0.00869,0.007551,0.005746,0.003256
0.020647,0.120585,0.127059,0.013514,0.010214,0.008355,0.007398,0.0068,0.006294,0.005888,0.004731,0.00306,0,0.007529,0.038946,0.106541,0.144775,0.058261,0.028204,0.01994,0.017146,0.015249,0.013183,0.011516,0.008786,0.006985,0.005989,0.00456,0.002177,0.000501,0.029815,0.140022,0.068509,0.013271,0.010912,0.008976,0.007157,0.00665,0.007033,0.006724,0.00463,0.001988,0,0.004459,0.006593,0.006511,0.005607,0.004248,0.00236
0.021128,0.123329,0.183586,0.018191,0.013177,0.01001,0.008271,0.007227,0.006473,0.005954,0.004774,0.003081,0,0.006594,0.037156,0.106319,0.151557,0.157743,0.065521,0.027066,0.02059,0.016857,0.013927,0.01191,0.009021,0.00715,0.006122,0.004635,0.002171,0.000498,0.030634,0.161427,0.108096,0.017841,0.013891,0.01058,0.007895,0.007031,0.007283,0.006887,0.004715,0.002027,0,0.005569,0.007756,0.007301,0.006046,0.00445,0.002406
0.021882,0.125276,0.186335,0.021249,0.016192,0.012769,0.010763,0.009468,0.008479,0.007825,0.006382,0.004214,0,0.008437,0.041579,0.114077,0.161527,0.169671,0.079123,0.038214,0.029508,0.023724,0.019079,0.015954,0.011865,0.009234,0.007815,0.005963,0.003109,0.00072,0.031858,0.163605,0.111085,0.02121,0.017454,0.013729,0.010303,0.009262,0.009573,0.009152,0.006357,0.002729,0,0.006261,0.009263,0.009269,0.007818,0.005835,0.003384
0.020192,0.119962,0.101493,0.012296,0.009006,0.007113,0.006115,0.005511,0.00505,0.004704,0.003768,0.002435,0,0.005751,0.034965,0.101407,0.142267,0.067951,0.027377,0.018013,0.014559,0.012493,0.010633,0.009248,0.007067,0.005638,0.004844,0.003665,0.00167,0.000383,0.029229,0.157315,0.049979,0.012032,0.009549,0.007576,0.005884,0.005387,0.005658,0.005377,0.003676,0.001593,0,0.003814,0.005591,0.00538,0.004565,0.00342,0.001839
0.020432,0.120315,0.10177,0.01254,0.009306,0.007485,0.006549,0.005979,0.005522,0.005153,0.004116,0.002649,0,0.006724,0.037086,0.103872,0.143296,0.057703,0.026857,0.018209,0.0152,0.013336,0.011496,0.01006,0.007703,0.006152,0.005294,0.004014,0.001827,0.000419,0.029515,0.157653,0.050237,0.012287,0.009893,0.007999,0.006322,0.005835,0.006157,0.005861,0.004009,0.001729,0,0.004009,0.005922,0.005759,0.004934,0.00372,0.002005
0.022613,0.127065,0.189265,0.054197,0.018768,0.014762,0.012537,0.011139,0.010039,0.009278,0.007532,0.004936,0,0.010318,0.045409,0.119787,0.167012,0.173661,0.080918,0.039651,0.031906,0.026739,0.022096,0.018739,0.014028,0.010956,0.009293,0.007106,0.003699,0.000855,0.032866,0.165625,0.132639,0.035418,0.020085,0.01583,0.012027,0.010873,0.011304,0.010821,0.007519,0.003201,0,0.007596,0.011115,0.010987,0.009253,0.006905,0.003992
0.023705,0.129405,0.265571,0.143285,0.022703,0.018691,0.016631,0.015269,0.013961,0.012911,0.010405,0.006637,0,0.01364,0.0515,0.127278,0.170828,0.09825,0.057244,0.04353,0.038919,0.035152,0.03036,0.026356,0.019979,0.015671,0.013335,0.010325,0.005529,0.001243,0.034465,0.168218,0.263403,0.062949,0.024466,0.020254,0.016094,0.0149,0.015714,0.015188,0.010636,0.004349,0,0.009363,0.014269,0.014616,0.012624,0.009582,0.005624
0.03211,0.142501,0.192539,0.057194,0.022455,0.019202,0.017499,0.0163,0.015035,0.013918,0.01111,0.006921,0,0.024355,0.073338,0.131853,0.173344,0.098504,0.056716,0.043797,0.039938,0.036593,0.03194,0.027928,0.021328,0.016791,0.01433,0.011061,0.005763,0.001293,0.046132,0.173162,0.135727,0.038607,0.024363,0.02088,0.017004,0.015802,0.016753,0.016116,0.011216,0.004589,0,0.009609,0.014621,0.015116,0.01321,0.010087,0.00586
0.046967,0.165069,0.304938,0.427507,0.506464,0.534443,0.522083,0.464708,0.360806,0.218799,0.088124,0.021741,0,0.023495,0.073926,0.169556,0.230099,0.265428,0.270766,0.299102,0.340709,0.321115,0.274717,0.26615,0.269517,0.19364,0.119588,0.060298,0.019208,0.004026,0.062347,0.199352,0.308,0.363334,0.395167,0.391691,0.356072,0.289581,0.236203,0.159801,0.062143,0.015859,0,0.028533,0.060074,0.079396,0.071067,0.053344,0.022398
0.048357,0.167894,0.308457,0.43128,0.51036,0.538387,0.526041,0.468584,0.364449,0.222216,0.090927,0.023444,0,0.032019,0.099087,0.179481,0.239616,0.274865,0.280146,0.307794,0.349762,0.330057,0.282817,0.273401,0.275203,0.198166,0.123494,0.063448,0.020982,0.004399,0.064323,0.202381,0.311715,0.367412,0.399689,0.396167,0.359981,0.293415,0.240357,0.163924,0.065117,0.017013,0,0.029952,0.062807,0.082729,0.074164,0.055803,0.023957
0.049669,0.170453,0.311535,0.434499,0.513642,0.541698,0.529376,0.471864,0.367549,0.225069,0.093133,0.024719,0,0.042407,0.107131,0.189659,0.248605,0.282837,0.287526,0.314471,0.356572,0.336757,0.288963,0.278965,0.279607,0.201775,0.126733,0.066084,0.022143,0.004647,0.066046,0.205102,0.314921,0.370831,0.403401,0.399845,0.363272,0.296521,0.24372,0.167161,0.067363,0.01789,0,0.031328,0.065231,0.085458,0.0767,0.057796,0.025069
0.011782,0.031759,0.201369,0.412717,0.494218,0.522541,0.508494,0.447611,0.25012,0.045152,0.031043,0.01608,0,0.022317,0.056048,0.087881,0.118365,0.155565,0.236125,0.27587,0.314998,0.288498,0.231643,0.172196,0.071383,0.045583,0.034554,0.025819,0.014953,0.003333,0.018265,0.036508,0.255824,0.348522,0.381562,0.378138,0.341949,0.271158,0.136079,0.050136,0.030973,0.011047,0,0.023639,0.05191,0.068771,0.056543,0.039808,0.018056
0.050511,0.17197,0.313315,0.436387,0.515642,0.543885,0.531916,0.475055,0.371737,0.243385,0.13085,0.025674,0,0.044354,0.110271,0.193132,0.251735,0.285707,0.290257,0.317132,0.359315,0.339701,0.292245,0.282753,0.28413,0.206223,0.132759,0.078464,0.022469,0.004706,0.066943,0.206692,0.316742,0.372768,0.405513,0.402167,0.365901,0.299435,0.248189,0.183412,0.09099,0.0189,0,0.03209,0.066427,0.086794,0.078156,0.059223,0.025621
0.050888,0.172787,0.314461,0.437755,0.517158,0.545439,0.53334,0.476021,0.371715,0.228683,0.095486,0.025728,0,0.046309,0.11335,0.196914,0.255076,0.289194,0.29385,0.320608,0.362994,0.343252,0.295154,0.284731,0.284305,0.205585,0.130111,0.068713,0.023116,0.00485,0.067589,0.207593,0.317986,0.37428,0.407303,0.403933,0.367238,0.300251,0.248002,0.170841,0.06961,0.018675,0,0.03289,0.067875,0.088335,0.079475,0.06008,0.026114
